#{"t_start": 1745504998.6938257, "env_id": "None"}
r,l,t
19.01741,25,186.672258
4.845601,7,187.819643
3.771308,5,190.60165
13.124671,18,196.795876
16.081684,20,197.35543
11.111118,13,197.917929
21.103718,26,200.849483
6.132534,8,200.849521
12.350212,16,204.75983
12.912988,19,205.695552
1.0231371,2,205.695587
12.320991,16,207.162956
4.8592563,6,207.893282
1.6672295,3,209.008713
2.6192546,4,211.141495
19.708717,25,211.141551
4.37629,6,214.47857
15.324794,19,214.478622
20.505388,24,219.500992
8.61354,11,220.5979
9.698313,12,221.148395
3.9292226,6,223.927321
5.084551,7,225.049692
25.221613,33,229.576233
16.547998,19,230.164562
10.282286,13,231.286182
9.108946,12,231.858779
3.2678561,5,232.984265
8.706657,11,237.40157
14.463096,18,239.681236
3.8645592,6,240.805255
13.536106,18,241.94394
4.420729,7,244.723307
3.6132863,5,244.723359
2.7936442,4,246.970336
9.889758,13,246.970386
3.352588,5,250.044981
9.632896,11,251.559973
5.3685694,7,251.560025
0.93277043,2,253.24946
29.788263,37,255.570589
3.9348302,5,256.717229
10.972643,15,259.785911
9.78331,14,261.436969
3.0158627,4,261.437023
12.888225,15,262.8217
3.5078504,5,263.56719
5.383009,8,265.795771
5.813437,7,266.235085
10.905852,12,266.235137
27.268467,36,267.914295
2.6651678,4,268.482602
5.7280746,7,272.332938
10.11003,12,272.896289
14.105642,16,274.577847
7.6364512,9,277.34663
5.225999,7,279.110991
9.592802,13,288.388177
26.25928,32,290.122391
9.324558,11,299.3266
24.599499,34,299.326653
12.504725,16,301.943455
4.6391892,6,304.520447
26.875109,36,309.632706
8.323466,10,313.028022
10.94702,14,314.019934
7.373961,10,317.103256
3.110291,5,317.103311
3.7026982,5,319.934833
3.8422341,6,320.507008
11.233441,13,321.087424
4.3533816,6,322.650363
31.764114,40,326.628267
3.7935302,5,328.635941
15.863299,18,331.108703
16.534246,24,331.661074
20.244368,27,333.875328
8.771042,12,334.42958
6.3984904,8,339.004346
13.2153635,16,340.681682
10.600309,13,341.248501
6.146607,8,345.287563
20.141903,27,346.431836
11.058672,13,346.43189
3.0894518,5,350.087832
5.284074,7,350.087885
2.2927825,4,353.495886
9.844381,14,357.703315
2.938569,5,361.947056
3.771302,5,366.191787
28.727556,38,370.370928
6.3248873,9,373.750696
24.623968,33,377.984134
6.639988,9,377.98419
1.7540568,3,380.539247
2.073294,3,383.052249
25.930595,35,383.052302
1.9955435,3,385.603976
9.149752,12,393.329388
14.348124,19,394.1764
21.205557,26,395.829762
6.2521105,8,400.702599
0.93277043,2,401.881302
9.194039,12,401.88134
11.815722,13,401.881351
18.383827,22,401.881361
11.593523,14,409.061037
12.970159,15,409.618691
7.416111,9,414.072225
16.352795,23,414.072277
1.7540681,3,415.738391
2.260307,3,417.403271
14.497392,17,419.052146
30.832626,40,423.517941
12.262614,17,423.517992
14.124564,19,427.981412
18.773706,25,434.468148
7.618484,11,440.506068
1.8661039,3,442.159196
22.863487,29,446.998172
30.301105,40,448.694329
30.666475,40,448.694382
14.442171,20,455.08605
13.365051,17,458.437872
1.3066545,2,459.613067
20.789385,24,460.978249
7.5023255,10,467.410347
28.971083,38,475.000361
21.196308,30,477.526595
1.7757198,3,480.053556
18.33093,24,487.377547
27.361366,33,488.089816
2.5078638,4,489.816985
5.839565,8,495.253238
10.489885,12,495.899843
1.9090531,3,498.710251
4.8681674,6,503.785438
23.040173,32,504.657129
32.567333,39,505.506989
11.417768,14,507.210491
10.283944,12,513.965648
7.8386254,11,513.965704
9.852559,12,517.373305
4.4649773,6,519.08321
8.395706,12,522.756477
6.714282,9,523.355497
21.310932,31,527.924856
2.8609788,4,530.151397
11.795207,16,531.867934
17.99089,23,532.472607
14.644366,18,533.607948
2.7928247,4,534.164434
3.4171832,5,535.281575
6.888207,10,535.853901
4.437258,6,537.006606
1.8183285,3,537.564671
10.633332,14,542.277111
6.707241,9,543.212912
8.969131,11,544.274064
7.28858,10,551.486147
18.688826,24,551.486201
1.042957,2,552.719328
5.510872,7,555.706908
20.343893,25,559.111993
12.335017,17,562.933652
10.149268,12,562.933706
7.1355543,9,564.662408
5.7039294,7,566.979529
30.57505,40,569.011859
11.990925,17,575.048055
2.7051594,4,578.419577
2.8859396,4,581.89515
13.3976,18,584.428856
4.0647445,6,586.272574
4.6658473,7,588.503297
9.226074,12,593.419247
30.565006,40,593.419295
32.183502,40,596.679647
4.0219464,6,598.361425
4.180366,7,599.161734
1.9090531,3,600.831292
4.9585133,7,601.398923
4.2713594,7,602.58546
17.101492,22,603.172127
3.460711,5,603.810587
2.5985126,4,605.479196
1.7105483,3,605.479249
13.833152,17,612.345695
11.345653,15,614.035725
6.2868485,8,616.806914
24.4744,33,620.208022
2.0177658,3,621.895579
2.7098827,4,624.16802
3.7566772,6,627.544169
30.201214,40,628.131774
2.5955307,4,629.848444
0.9988972,2,631.03027
2.5540566,4,633.313248
32.269943,40,636.662971
29.523973,36,637.225857
5.2713428,8,642.057804
7.3301067,11,645.084582
16.51729,22,647.390072
26.654182,35,649.67961
7.8907337,11,651.369043
6.92888,10,653.063085
15.460989,22,655.324658
5.8837867,8,659.924499
1.9521024,3,661.612705
16.900156,21,663.311916
21.233839,26,664.467696
9.821032,12,672.525217
12.814488,15,673.189999
3.903225,5,676.604251
31.245111,38,677.486407
20.18648,23,677.486468
7.8735037,9,680.402738
2.6006184,4,680.402792
9.364823,12,686.183944
8.352839,11,688.693243
3.2189615,5,690.419451
16.59733,23,694.67042
5.2787437,7,694.670492
2.6624937,4,698.087422
5.7991977,7,699.899206
3.2197635,5,702.831309
6.3494434,9,703.686641
4.5532813,6,706.47188
5.0010476,7,707.681228
29.221706,40,709.433775
2.531846,4,711.187872
9.17508,13,717.066843
29.6174,40,720.452535
9.220845,11,729.85493
21.609322,25,730.759918
15.321885,18,732.471599
19.715015,26,733.327931
1.8622102,3,735.888493
3.9286604,5,736.750383
8.0829525,10,739.287983
6.4712563,9,742.740772
13.681674,17,742.740825
9.814001,13,744.440221
6.438983,9,747.783541
8.371541,12,751.099625
7.0240593,9,752.803404
7.172519,9,756.612196
21.087063,28,759.821425
3.9097524,5,760.604538
27.342304,36,761.201551
3.4694862,5,764.199493
8.016884,10,766.489073
12.572433,15,768.845509
6.6816974,9,769.439126
3.1713018,4,771.576314
6.041027,8,771.576384
2.3089337,4,774.754485
29.705107,40,778.905608
11.550476,14,778.905667
8.460151,11,781.172475
14.688886,18,782.833659
7.63669,10,788.881017
19.924448,22,795.228769
20.907036,27,795.800568
9.8581505,12,797.015507
28.962776,37,803.297474
13.592807,15,809.116201
7.7757196,11,812.896411
5.446959,8,816.530167
22.503956,29,819.037279
22.520441,28,819.037332
2.903691,4,822.435478
11.584962,14,824.976891
3.284121,5,826.687783
11.122459,15,836.261112
27.406143,37,846.535931
29.488914,40,846.535987
24.307133,34,849.091305
7.858185,10,852.468409
7.6026917,11,853.024283
19.364109,25,853.598181
8.886844,11,858.659597
9.086356,12,859.7819
10.944351,13,860.901715
4.529785,6,862.010844
2.552308,4,864.222496
12.420437,16,868.652785
29.875643,36,869.204897
15.144635,21,872.544622
1.6888889,3,874.24183
17.744335,21,875.918124
9.7083025,13,876.479675
15.665532,22,881.208046
12.541852,17,884.022272
1.2387564,2,885.175833
14.505133,17,885.742009
5.736811,7,889.165787
17.43911,24,890.283631
16.63964,23,894.178884
13.285515,17,898.614637
15.10083,20,901.386972
33.71948,40,908.114046
17.994734,26,908.689629
17.368256,25,915.554559
24.146042,31,916.138884
12.831342,17,918.382317
5.0851088,7,920.077055
18.689077,22,920.639703
4.263419,6,923.973089
6.605131,8,924.607358
2.5105484,4,926.302527
12.658824,16,927.418114
6.0420084,8,929.108828
19.282873,25,929.680537
2.9994938,4,929.680591
6.3054323,9,934.845891
5.750776,8,939.291103
16.055271,19,939.883232
17.709736,25,940.467511
21.126059,27,944.952198
8.8241625,12,946.087746
8.52925,12,946.661514
2.4,4,947.217214
6.016964,7,951.06675
