#{"t_start": 1745507245.0651052, "env_id": "highway-v0"}
r,l,t
5.205258,8,5551.369202
28.114455,40,5569.00603
3.177329,5,5571.113654
28.858243,40,5592.55134
23.917215,33,5607.933285
28.158301,40,5627.817763
9.712876,15,5636.104967
29.376342,40,5655.528693
10.738592,15,5664.042024
29.5829,40,5752.839195
29.024076,40,5771.071963
29.711746,40,5794.675048
28.868253,40,5815.821361
30.668867,40,5835.609681
28.996202,40,5859.085989
19.746534,27,5872.089606
29.97918,40,5898.546496
1.134547,2,5899.763388
28.463562,40,5922.778986
27.094148,40,5942.319597
29.691941,40,5965.148736
28.195567,40,5983.766941
27.980838,40,6004.648487
1.177215,2,6005.860247
29.889076,40,6024.581943
29.465342,40,6043.639836
6.780291,9,6048.996478
27.116367,40,6069.887375
28.827481,40,6090.569453
29.84629,40,6111.454074
25.200137,37,6129.272502
28.847811,40,6151.333365
30.047601,40,6170.17109
8.560811,13,6178.93687
30.114866,40,6199.911952
30.707329,40,6220.764816
28.189538,40,6246.192319
28.981145,40,6268.830687
27.582903,40,6290.134952
28.627481,40,6315.368552
29.338569,40,6333.995866
28.332441,40,6355.926548
29.712168,40,6375.573983
29.158747,40,6397.037659
28.711898,40,6418.6325
27.294015,40,6443.402718
27.400677,40,6466.531163
29.772679,40,6484.858877
30.714293,40,6506.994351
12.203364,19,6515.369455
26.421429,36,6532.206583
29.731186,40,6555.722167
30.776291,40,6574.675194
28.065399,40,6596.299978
27.956402,40,6615.672202
8.583037,13,6621.638606
29.107672,40,6644.567614
4.928078,6,6647.317957
30.694148,40,6667.492254
29.516367,40,6687.647828
28.447676,40,6705.509457
30.181534,40,6725.328038
5.82559,9,6729.11683
29.627462,40,6751.051351
28.11621,40,6771.372425
30.888046,40,6789.716989
13.268013,20,6801.631264
27.957114,40,6820.752971
6.839189,9,6825.315617
29.75411,40,6845.96509
16.980859,24,6857.562808
3.331272,5,6859.712435
28.938569,40,6878.039109
29.469374,40,6901.330951
15.242741,20,6910.988853
28.931284,40,6929.860432
27.912555,40,6955.206504
27.360814,40,6975.288486
27.293462,40,6996.720881
27.690171,40,7017.121411
27.049704,40,7039.364151
26.933138,39,7057.639857
30.956921,40,7156.142064
27.671008,40,7175.231399
29.888016,40,7198.460481
29.375836,40,7217.75928
28.625306,40,7238.0197
27.932562,40,7257.20698
29.448172,40,7274.318397
28.760697,40,7295.355134
31.087624,40,7315.406216
10.270561,14,7321.279296
29.425977,40,7343.073703
1.909053,3,7344.642097
27.067832,40,7365.174117
27.490009,40,7387.300097
29.716366,40,7410.22621
29.248066,40,7430.958975
27.73468,40,7453.240179
27.337794,40,7477.500058
29.138592,40,7495.636927
29.205259,40,7517.448103
27.426769,40,7536.084194
27.115568,40,7554.715252
9.600528,14,7562.7527
29.62748,40,7581.262342
29.51637,40,7602.768018
29.760814,40,7620.694183
4.758605,6,7622.949985
27.823061,40,7645.424489
30.581122,40,7662.73552
27.292237,40,7681.157871
30.160678,40,7703.08995
27.777801,40,7726.962226
27.510327,40,7751.198435
27.848873,40,7773.591059
28.046178,40,7791.620281
16.738592,24,7802.973289
27.782344,40,7823.724866
10.289647,13,7829.475432
28.203755,40,7848.616429
29.11637,40,7866.993647
28.821284,40,7885.483033
26.848906,40,7906.016796
13.200023,18,7917.863063
6.647807,10,7923.024601
28.33845,40,7947.195384
28.292253,40,7964.550797
27.891951,40,7983.910306
27.758601,40,8003.703035
27.337787,40,8024.256213
29.870427,40,8048.284115
27.649566,40,8069.568242
