#{"t_start": 1745507245.0525193, "env_id": "highway-v0"}
r,l,t
27.01682,36,603.685522
30.041344,38,620.171496
0.998897,2,620.924833
13.963206,19,631.604747
9.552955,12,637.881774
2.709883,4,639.38556
15.296842,21,648.570908
20.776207,29,660.986974
19.436836,25,675.181756
7.536393,11,679.78648
32.404228,40,696.999129
4.860177,6,700.029696
18.988724,25,712.246868
23.607691,31,729.332163
5.947646,7,732.460791
7.861394,11,737.492778
3.92276,6,740.307977
1.707864,3,741.79308
7.311376,10,745.907809
8.325476,10,750.366203
12.665781,17,759.590753
9.979667,15,768.130244
12.296424,15,774.604208
25.745958,34,789.859253
1.641718,3,791.052966
11.22192,16,798.124628
4.756645,7,802.133653
12.899863,17,811.764808
8.881995,12,816.865117
29.506096,40,838.716355
8.378892,12,846.125438
12.120909,16,856.599775
2.071123,4,858.880763
10.745408,14,866.588719
3.239209,5,869.357085
8.980791,11,874.589422
28.819991,40,898.444389
1.863693,3,900.119409
10.372543,13,905.745947
8.819215,11,911.288825
8.284105,12,919.193518
17.772282,21,931.346315
2.119289,3,933.059267
6.244312,8,938.956681
8.579139,13,946.271496
11.724484,15,954.795235
2.91345,4,957.064463
3.915681,6,960.45275
15.92917,22,972.859818
1.641718,3,974.603309
11.06768,16,983.216502
12.211381,14,990.266298
5.522891,7,993.020067
9.398396,12,998.11228
2.023137,3,999.29584
6.553613,8,1003.06636
12.502186,16,1011.231503
6.454079,8,1021.26124
14.308519,19,1032.138129
5.467928,8,1036.806342
28.931541,40,1058.873983
13.574412,18,1067.446447
28.159278,40,1084.788063
14.865461,19,1093.71754
15.217706,21,1105.439215
5.614805,7,1109.423486
9.50791,12,1114.34828
5.837948,7,1117.623289
12.422891,19,1129.893594
3.749868,5,1132.843024
3.659477,5,1135.703397
30.70404,40,1156.221648
23.320505,32,1170.505949
5.663797,7,1175.947063
17.756679,24,1196.268965
30.524272,40,1227.676955
18.994973,24,1238.259413
7.643628,11,1243.206582
19.760247,28,1255.578454
1.709612,3,1256.72806
3.541204,5,1258.600051
16.523104,18,1341.206677
1.532392,3,1342.827218
3.7496,5,1344.851976
2.904843,4,1346.399403
5.379585,7,1349.100154
16.236197,22,1357.918234
14.970571,18,1365.027011
23.725134,33,1378.047697
2.530597,4,1379.610683
8.746584,10,1383.540412
2.016534,3,1384.947609
19.66531,26,1401.922939
31.009002,38,1423.496673
1.940952,3,1425.776182
19.34937,26,1439.226782
1.77955,3,1440.576657
9.554592,13,1448.513611
31.790013,40,1470.486193
7.15352,10,1475.010754
2.914729,5,1476.831716
27.646126,40,1499.661223
12.098872,15,1506.059674
4.778976,7,1508.582568
12.557654,18,1516.291469
22.727928,30,1530.592625
13.560252,21,1542.227974
2.954942,4,1544.425622
17.93572,25,1554.844288
11.921986,15,1561.342097
7.041024,10,1565.97779
26.943934,37,1584.087584
3.465168,5,1586.950082
11.138456,17,1594.710601
24.542731,29,1608.830803
8.220285,12,1615.897213
23.486593,27,1631.090302
12.380806,14,1637.751224
16.670955,24,1648.558043
2.839988,4,1650.097877
13.711701,18,1658.577984
1.92944,3,1660.245226
26.452444,33,1677.256995
13.966066,17,1685.163722
14.863015,19,1693.908501
29.083458,40,1710.64259
3.351076,5,1713.381653
16.107701,23,1728.608644
9.658692,13,1737.280698
29.133261,40,1760.852507
19.350422,23,1779.132326
11.060173,15,1791.631958
30.215207,40,1814.578829
31.423847,40,1831.692566
4.746593,6,1834.420453
23.877893,31,1849.997181
19.167387,24,1861.633176
19.680369,27,1872.914774
8.760814,12,1878.109257
32.089281,40,1898.233303
7.636468,10,1903.22604
21.723206,29,1916.823688
15.775813,22,1927.793341
11.869323,17,1937.522535
5.638796,8,1941.416225
11.262192,13,1947.340768
4.225589,7,1950.090045
4.533098,6,1953.301615
8.358568,12,1958.607614
30.918783,39,1977.037478
2.4,4,1979.299544
6.55408,9,1984.239225
13.806245,17,1991.70511
17.486104,20,2000.255802
6.039836,8,2003.654664
3.494011,6,2006.350124
7.536552,11,2011.156812
9.00008,11,2015.298931
4.951021,7,2019.208633
13.953159,16,2028.181923
27.14636,36,2045.898508
8.529329,12,2050.674099
3.373535,5,2053.032787
26.992714,38,2071.179327
6.392012,8,2075.59463
3.533231,5,2078.393737
31.565714,40,2095.367182
17.907643,25,2107.277451
7.239972,10,2112.935401
14.04241,18,2122.42292
7.529416,9,2126.187762
11.744163,16,2132.890121
3.621659,5,2135.120681
1.951099,3,2139.574623
4.176967,6,2142.508032
6.716214,9,2145.936055
28.163075,38,2166.748778
2.201121,4,2168.818979
11.354231,17,2176.092183
10.488207,15,2183.037388
9.129349,12,2188.973953
12.444468,17,2197.054971
17.923732,24,2209.743119
7.039965,9,2213.751232
4.801721,7,2216.630291
8.892241,13,2222.325296
27.087729,37,2241.390327
30.363803,40,2260.336273
29.377684,40,2277.159377
10.602258,14,2284.928931
0.954068,2,2286.075664
3.221286,5,2288.990016
10.393511,13,2295.387935
21.728842,29,2307.932024
26.616948,33,2322.035253
31.105755,40,2343.717132
5.206835,6,2346.844792
2.754993,4,2348.307669
18.353436,23,2359.296579
29.37015,40,2383.476412
11.312301,17,2396.546881
16.659478,23,2411.691622
2.420723,4,2413.17732
28.711276,40,2431.403674
19.996573,26,2449.903533
33.371712,40,2470.840456
28.04957,40,2497.3019
9.644558,14,2507.260111
13.489176,19,2517.404038
16.278754,22,2527.666175
28.124066,36,2543.559176
10.153395,13,2549.810299
8.690941,11,2556.158996
9.211632,11,2562.435868
31.183008,40,2579.404155
14.709356,20,2588.729342
2.705312,4,2590.215927
0.93277,2,2591.265849
15.670526,21,2606.939492
27.93627,40,2712.54931
29.136655,40,2731.123039
18.041732,23,2741.98885
1.883201,3,2743.735885
26.737768,39,2764.151248
3.509624,5,2766.178643
23.245905,32,2781.257453
25.905095,35,2810.333577
6.156335,9,2817.887005
15.533234,21,2834.581848
2.960678,5,2838.022368
3.690766,6,2841.555581
29.636118,40,2862.555941
30.310317,38,2878.6833
17.971682,25,2891.037114
8.617873,10,2896.934608
5.287971,8,2902.011685
2.444342,4,2903.552549
3.885672,6,2906.671095
21.772954,28,2920.388193
17.26635,24,2931.660281
1.66723,3,2933.352154
10.976252,16,2943.084013
24.577525,36,2971.953051
8.04277,12,2982.116052
8.755569,13,2993.091689
24.523647,33,3025.367
13.836848,18,3042.382634
30.355015,40,3078.550903
26.929399,37,3110.389646
7.128661,9,3118.25735
24.720943,32,3148.722192
7.537791,11,3158.377172
21.90446,31,3185.281713
8.973321,11,3194.674583
29.638896,40,3228.796695
13.354827,19,3241.680248
3.48416,5,3243.589296
7.97352,11,3248.57836
11.715807,17,3255.891529
4.221286,6,3259.041684
11.861082,16,3265.971521
28.531829,40,3287.251543
31.216732,40,3315.398435
2.039988,3,3317.928173
2.638493,4,3321.029022
31.482106,40,3354.933029
3.72686,5,3358.980858
3.915548,6,3364.456508
18.19764,24,3384.796916
20.037089,24,3405.593026
29.281481,38,3437.968893
29.887349,40,3472.582301
2.710548,4,3475.921964
15.413152,20,3492.577237
1.087786,2,3500.115741
29.2013,40,3530.422557
30.466169,40,3563.779864
27.649586,40,3597.904714
16.514334,22,3616.4369
17.903426,23,3635.432589
6.998617,10,3640.234046
29.950102,40,3658.182901
30.835986,40,3678.183927
23.600281,31,3692.111497
13.357652,20,3701.6983
29.602123,40,3721.30253
27.603625,40,3740.609292
29.202928,40,3758.223313
30.048189,40,3779.679167
28.489319,40,3799.677922
28.534772,40,3821.214233
14.137093,21,3830.257191
1.532392,3,3831.851406
9.619851,13,3837.266347
17.397678,25,3850.102897
28.890964,40,3869.685066
16.507179,23,3881.351072
28.55597,40,3903.547485
29.150404,40,3922.152302
31.458275,40,3941.940487
4.505875,6,3945.774909
4.423337,7,3950.127743
27.951239,40,3971.710589
25.456845,32,3994.814251
22.092024,31,4020.044271
17.867469,25,4042.822004
2.447799,4,4045.995854
5.422949,7,4050.658348
28.445385,40,4072.206686
29.778017,40,4097.331586
29.959286,40,4122.067667
28.55892,40,4147.522509
28.871917,40,4170.551153
30.379258,40,4195.832922
11.90619,16,4205.845301
29.33462,40,4225.321533
7.665833,10,4230.243981
29.291551,40,4253.511122
30.081361,40,4273.905587
28.173588,40,4374.021906
11.316366,17,4381.843539
4.614924,6,4384.521207
26.580602,38,4406.355783
28.576388,40,4429.855134
5.514936,8,4434.112762
27.8638,40,4454.83543
29.391248,40,4477.03721
15.68536,20,4493.583064
13.482111,18,4507.143147
4.293326,6,4510.942235
21.265577,28,4526.582356
30.112102,40,4544.663296
8.649109,11,4549.407537
31.827457,40,4573.639239
28.705154,40,4593.820683
31.027366,40,4612.748458
21.513877,30,4629.928806
3.199724,5,4632.428615
16.021671,22,4642.365026
28.529902,40,4663.382211
28.128086,40,4686.521353
19.910904,27,4702.280291
28.869595,40,4722.5616
7.977777,10,4727.34476
29.995857,40,4750.184411
27.86428,40,4772.530199
8.242771,12,4779.117733
9.024944,14,4786.316016
11.312422,16,4796.009963
30.126803,40,4821.338455
28.178916,40,4840.742087
28.914732,40,4862.605387
20.327293,28,4874.820741
28.888004,40,4893.03455
21.248193,29,4909.429374
3.760115,6,4911.843133
29.801859,40,4930.219882
22.846468,31,4946.734764
26.269897,36,4969.277547
29.486567,40,4991.331065
29.714869,40,5014.951291
6.405258,10,5021.18802
29.44968,40,5039.265382
30.467761,40,5058.422581
29.221732,40,5079.557169
28.158324,40,5098.147764
28.137904,40,5120.84305
30.002176,40,5138.987981
2.185956,3,5140.124569
29.736381,40,5160.33287
13.40888,19,5171.72356
18.820323,26,5188.805876
25.422782,33,5211.027178
27.691935,40,5232.428876
17.553101,23,5243.625237
28.333714,40,5266.800646
29.089676,40,5284.807357
3.483201,5,5287.547644
2.710446,4,5289.309457
27.514856,40,5310.669588
29.538456,40,5329.677651
28.959555,40,5351.622688
29.553798,40,5370.608807
29.936353,40,5388.233298
23.614639,32,5406.721224
7.931917,11,5411.887069
10.623413,15,5418.834333
6.400426,8,5422.206865
27.936826,40,5440.94569
29.223431,38,5461.832379
7.977777,10,5466.510592
15.027481,23,5477.038009
28.863066,40,5498.357265
28.419009,36,5515.0416
3.13442,5,5517.541496
30.129725,40,5541.463142
3.771302,5,5544.325255
2.554057,4,5546.631818
27.48837,39,5563.929527
7.471127,10,5568.590418
4.041458,6,5571.152814
31.463196,40,5592.584022
2.596704,4,5594.738511
28.24959,40,5612.572408
30.111417,40,5634.391351
27.826918,40,5653.11837
16.6646,20,5664.631257
28.890251,40,5753.227163
18.523429,25,5764.475543
3.838642,5,5767.267404
2.598759,4,5768.91413
27.938435,40,5791.832694
27.687522,40,5813.46431
14.667232,20,5822.608739
29.292066,40,5844.201627
14.245484,19,5855.451724
29.667789,40,5875.432291
28.825265,40,5902.790343
4.931128,7,5907.265127
4.777615,7,5911.328084
27.736537,40,5932.659732
30.070384,40,5954.451627
30.135476,40,5973.85037
29.863759,40,5992.733401
14.569362,20,6004.086442
29.337087,40,6023.245127
28.113383,40,6042.319754
10.738592,15,6050.941842
29.068665,40,6071.771516
29.760103,40,6092.662289
28.871123,40,6113.490199
30.557815,40,6132.565521
29.560699,40,6153.733071
15.336953,22,6164.316075
11.957392,17,6173.468841
27.534227,40,6196.14569
27.179143,40,6215.401666
26.001464,39,6240.469956
7.912832,11,6247.400972
27.249703,40,6269.596314
29.226683,40,6291.377369
30.427481,40,6316.296384
28.48817,40,6334.788342
28.692621,40,6357.373083
23.844303,34,6373.559453
6.314871,10,6379.110814
27.490761,40,6399.61481
20.618625,30,6416.324347
18.376428,24,6431.721486
27.557359,40,6456.121561
27.559045,40,6475.81091
15.603759,23,6486.092102
5.091954,8,6491.029167
28.930773,40,6512.055348
29.025982,40,6530.421887
27.494109,40,6554.038796
28.736031,40,6573.106917
29.249459,40,6593.803916
27.826793,40,6613.739159
29.181508,40,6635.979883
27.91047,40,6655.173445
27.471803,40,6678.047923
27.00457,40,6694.8139
29.379603,40,6715.02068
29.269723,40,6732.589645
29.135856,40,6755.72545
30.26614,40,6774.754625
29.3573,40,6794.419576
11.938592,17,6804.896246
30.52902,40,6823.505557
29.202362,40,6843.451595
29.776373,40,6863.41906
27.91637,40,6882.078137
5.19668,8,6888.140654
29.488391,40,6908.684095
29.914177,40,6926.879884
31.737881,40,6949.693631
29.936036,40,6972.181997
27.071245,40,6994.606386
28.75879,40,7015.107574
29.760815,40,7037.455971
28.090792,40,7056.057439
29.560142,40,7154.507947
27.64429,40,7173.714483
27.40524,40,7195.690548
27.571842,40,7215.349291
29.137862,40,7235.735247
29.560802,40,7255.052577
10.51045,14,7261.294731
27.134604,40,7280.022525
28.782348,40,7301.308104
24.042639,34,7317.408657
28.423547,40,7338.185622
29.227344,40,7358.369511
1.839988,3,7359.817511
27.912085,40,7381.64717
1.842386,3,7383.385755
30.93857,40,7406.135644
28.863805,40,7427.237381
29.467548,40,7449.247205
27.95509,40,7473.281612
28.182903,40,7492.584085
29.494148,40,7513.426583
25.114866,38,7531.867892
29.738592,40,7549.722575
29.425982,40,7570.500409
27.227344,40,7590.999068
28.225175,40,7610.233292
8.732628,12,7615.701214
26.960815,40,7635.654408
29.822699,40,7655.524783
27.894144,40,7673.206224
5.201767,8,7676.255399
27.494147,40,7698.740403
28.513634,40,7720.399845
26.938592,40,7746.145543
27.827345,40,7768.505969
28.093322,40,7787.375955
28.292644,40,7807.057639
15.738459,22,7818.562777
27.575119,40,7836.428685
29.494148,40,7856.591252
28.908454,40,7873.968143
27.338569,40,7895.125715
29.401306,40,7916.318265
29.57978,40,7940.204144
28.203618,40,7959.731916
28.849704,40,7976.846913
29.156603,40,7998.241828
29.560815,40,8017.295085
28.249704,40,8041.625716
29.894148,40,8063.613077
