#{"t_start": 1745507245.058582, "env_id": "highway-v0"}
r,l,t
10.591583,14,3773.349439
28.467874,40,3791.638152
12.58301,16,3800.913939
30.928553,40,3821.96615
29.512569,40,3839.963484
29.0394,40,3861.217935
21.517016,26,3872.914553
2.575052,4,3874.532244
2.947788,4,3876.341022
11.389648,15,3884.809232
30.133115,40,3906.765512
14.423021,22,3916.255277
23.168724,30,3930.602012
13.311784,18,3939.531411
29.311795,40,3961.415758
13.266758,19,3972.862127
30.334613,40,4002.169378
27.798369,40,4038.68446
2.530038,4,4041.545804
16.760811,25,4056.514108
7.311135,10,4061.770385
3.132627,5,4064.161062
29.735109,40,4089.762968
4.042957,6,4093.374002
32.219298,40,4117.468257
29.966497,40,4142.722711
10.981796,15,4153.59211
8.203737,11,4159.170453
31.648205,40,4182.419906
11.647679,18,4193.480644
7.516234,12,4201.460259
28.932829,40,4222.038955
30.544877,40,4241.260413
27.669603,40,4265.657512
28.774222,40,4285.719514
11.923784,15,4373.235137
19.032944,23,4383.734623
4.153242,6,4386.12001
26.805259,40,4410.292986
3.779586,5,4413.892494
28.803234,40,4435.478102
29.483319,40,4456.659662
11.471903,18,4467.032314
26.056843,36,4490.947422
22.52998,31,4513.513659
24.157031,34,4531.453434
18.982474,25,4542.240177
17.79874,26,4555.510468
29.425476,40,4579.802876
30.334268,40,4598.487071
2.358508,4,4600.259243
10.084414,14,4606.72726
31.509861,40,4629.106026
21.090983,29,4642.349035
12.856609,17,4649.904126
19.500414,26,4665.180721
3.513795,6,4668.720503
7.819272,11,4675.056702
29.649677,40,4698.306888
29.071351,40,4719.307027
31.910885,40,4737.13044
6.793828,9,4745.024263
27.269736,40,4769.004985
5.015886,7,4771.889813
27.138592,40,4794.28265
5.643725,8,4799.510247
6.024913,9,4805.245836
27.490754,40,4828.190674
3.552907,5,4830.265939
18.713243,27,4843.105536
28.44545,40,4865.078993
29.980971,40,4882.372017
29.404517,40,4903.397861
29.33768,40,4922.499283
29.911248,40,4941.939532
29.892123,40,4966.874808
17.469995,24,4979.52665
11.870427,16,4988.587724
27.113779,40,5012.393958
2.683201,4,5014.901173
28.001156,40,5034.699352
29.825702,40,5052.751456
29.047012,40,5074.864895
28.444819,40,5093.340089
13.44348,19,5101.756655
30.694144,40,5125.479573
28.847572,40,5143.224935
8.694498,11,5147.652807
9.516256,14,5154.254394
29.110451,40,5178.370509
29.668238,40,5206.576773
28.402663,40,5229.515892
27.292123,40,5248.742355
28.69409,40,5271.754022
30.154462,40,5289.781503
19.547651,27,5303.381463
29.20323,40,5324.166334
16.826903,23,5334.864435
12.725695,18,5344.519769
21.471926,32,5361.711032
24.620851,37,5378.808189
28.338592,40,5399.05317
10.578805,15,5407.104507
25.248194,37,5424.389057
29.108183,40,5443.664914
4.238223,6,5447.455706
27.98303,40,5467.312064
11.938029,17,5474.950629
9.777117,14,5481.293493
11.795491,16,5491.141783
23.022359,34,5507.701012
3.582325,6,5510.138147
31.713236,40,5532.747249
30.090178,40,5553.82464
1.731846,3,5555.53046
28.382918,40,5572.806408
29.267427,40,5594.723755
29.138592,40,5612.589462
27.560013,40,5634.39501
28.802088,40,5653.056869
27.248091,40,5674.708156
3.553958,5,5676.610645
13.47029,18,5754.825036
30.98096,40,5773.298303
29.138592,40,5796.968324
29.266281,40,5817.318165
30.779335,40,5837.928737
7.649141,11,5844.187766
3.503925,5,5847.162403
9.238855,13,5854.85124
15.222562,22,5866.617787
27.648205,40,5890.852312
29.750193,40,5915.614025
3.045782,5,5918.775586
27.823545,40,5938.294592
29.842255,40,5960.789344
29.557358,40,5979.764155
27.846905,40,5999.532587
30.534512,40,6020.04082
28.401128,40,6038.786111
1.021659,2,6039.826221
28.094125,40,6061.706731
27.071792,40,6080.751183
28.111079,40,6103.507417
18.754214,25,6115.200263
27.713909,40,6135.413604
29.881139,40,6155.326437
29.223812,40,6176.807878
29.488699,40,6198.739436
29.982474,40,6218.951529
30.005259,40,6244.161662
20.888767,31,6262.141081
27.535716,40,6282.839968
30.488056,40,6308.138268
27.448973,40,6328.278807
27.889672,40,6350.699809
29.093349,40,6370.202818
29.1794,40,6391.258804
28.376337,40,6411.121188
25.515564,35,6433.497514
26.738592,40,6457.951875
28.909601,40,6477.121713
31.001072,40,6498.130995
30.113634,40,6517.632585
29.510082,40,6536.513622
30.93554,40,6560.057611
14.264565,21,6569.45036
27.869356,40,6589.629029
29.195525,40,6610.363817
30.002251,40,6631.595702
28.446703,40,6652.38872
13.732794,20,6661.38648
26.957381,40,6683.529165
30.41826,40,6700.364013
30.225163,40,6720.717529
2.644444,4,6722.555758
8.426814,12,6727.579894
29.625453,40,6749.353033
27.928888,40,6769.652111
29.106146,40,6787.996387
29.535237,40,6810.584024
30.067352,40,6828.899813
30.882271,40,6850.211981
29.059005,39,6868.685764
30.401885,40,6890.193303
27.865965,40,6910.090636
29.625541,40,6928.689899
27.868538,40,6954.476084
27.513903,40,6974.036939
8.537093,12,6981.439764
27.269887,40,7001.618524
29.780275,40,7023.188706
29.577996,40,7044.383416
29.449129,40,7139.231785
27.491521,40,7161.398225
30.26255,40,7180.331932
28.738569,40,7203.61252
29.471926,40,7222.468053
26.959316,40,7244.390386
27.670417,40,7261.865337
27.094148,40,7280.602099
28.91637,40,7301.827946
27.446675,40,7319.972195
27.758536,40,7341.820829
29.516233,40,7361.522868
9.560815,13,7368.112397
28.669908,40,7391.302601
29.604461,40,7414.460459
27.138455,40,7433.759711
28.890239,40,7457.387394
27.360122,40,7481.273183
8.509368,13,7487.069223
28.091407,40,7506.046765
25.380818,35,7524.92901
29.820331,40,7542.478408
29.271922,40,7563.347347
29.737052,40,7581.860203
29.803621,40,7603.140578
30.268922,40,7621.084731
27.205259,40,7642.496599
27.580453,40,7660.853244
28.999964,40,7678.20299
27.538592,40,7701.031195
27.070011,40,7722.678834
28.360152,40,7747.732839
29.91218,40,7770.730617
27.158622,40,7789.593941
27.627481,40,7809.442366
29.310258,40,7828.63023
14.75732,21,7837.551541
28.560814,40,7857.718576
30.358894,40,7875.072701
27.641596,40,7896.844093
28.068488,40,7918.444077
10.894143,16,7927.231838
7.959469,11,7933.844352
29.158923,40,7955.187611
29.580844,40,7973.022189
29.758623,40,7994.136532
29.02492,40,8012.052917
27.247384,40,8035.806631
29.381532,40,8058.663509
27.225843,40,8077.944214
