#{"t_start": 1745507245.0471928, "env_id": "highway-v0"}
r,l,t
28.686175,40,1822.392148
19.756183,27,1833.303489
17.630758,22,1843.714951
6.015494,8,1848.272977
3.642271,5,1851.125787
13.837865,16,1858.701619
3.920912,5,1861.086038
25.841587,37,1876.953099
7.913786,11,1881.969078
1.002087,2,1882.700476
25.859004,37,1902.087634
11.572735,16,1909.002578
28.020899,40,1928.939418
17.522252,22,1941.031923
12.860825,18,1948.946462
8.055508,11,1954.086535
3.111674,5,1956.05284
14.580211,18,1964.021748
25.086619,33,1980.967705
7.152071,10,1986.266443
6.528102,9,1989.594386
4.460311,6,1992.651829
14.436916,19,2000.642106
10.992389,13,2006.358193
10.461412,13,2011.993039
2.531275,4,2013.464697
2.597032,4,2014.925307
14.151607,19,2025.355943
21.832833,26,2039.29091
2.463699,4,2040.915447
7.110968,11,2045.885833
15.464953,21,2054.501757
10.705191,14,2060.542085
1.86221,3,2061.704927
17.430699,21,2073.382217
22.688387,30,2087.374619
28.573131,40,2105.009433
11.279151,14,2112.965825
30.91693,40,2131.756111
3.527534,5,2133.640375
4.79864,7,2139.959462
4.446246,6,2143.025884
12.929754,18,2151.247562
10.439209,13,2159.970826
1.839988,3,2161.724926
29.645833,40,2179.096745
31.482281,40,2198.72291
3.573207,5,2201.484655
29.353415,40,2220.259604
2.839988,4,2221.956827
10.591499,13,2227.641434
28.065981,38,2248.255877
13.88962,17,2255.654815
8.880629,12,2261.109369
14.909455,22,2270.156394
9.43919,13,2275.834533
23.993989,31,2292.914942
11.637444,14,2298.955283
6.023367,9,2302.615755
31.021908,40,2320.155001
2.639988,4,2321.658365
29.172823,40,2343.324274
30.887994,40,2361.946153
31.015337,40,2387.237066
4.932226,7,2393.189009
28.645232,40,2417.319596
11.82237,16,2424.353746
10.753573,16,2432.013133
6.493545,8,2435.861988
14.546173,21,2452.733868
27.866761,40,2472.850079
5.839897,8,2476.990775
29.794396,40,2506.124474
30.636048,40,2525.631286
29.689375,40,2543.945869
22.932352,33,2561.869208
23.913065,33,2576.360021
8.446818,11,2581.099875
2.017766,3,2582.52402
9.603985,14,2588.725062
30.95311,40,2695.869474
20.974322,27,2712.551729
17.255621,23,2723.530643
28.955446,40,2741.942443
15.268615,22,2752.704204
11.189461,14,2760.637298
27.582411,40,2779.924386
3.091564,5,2782.547863
15.167402,21,2800.353517
5.93762,7,2806.170506
14.12899,20,2822.904486
28.730358,40,2849.861349
29.554405,40,2868.660098
19.775861,28,2880.870681
14.708528,19,2889.922743
3.747822,5,2892.836676
28.248857,40,2913.624525
19.796499,26,2926.918366
29.047123,40,2950.622269
28.134602,40,2984.119948
16.890129,24,3005.027968
2.926974,4,3008.074324
5.889717,8,3016.48807
19.481028,25,3041.420761
6.771399,8,3049.383203
6.066667,9,3057.396371
14.196463,19,3074.243017
21.399076,27,3097.67764
23.790082,30,3123.824944
15.686257,21,3144.214872
9.7114,12,3155.034431
30.864445,40,3189.798917
28.150879,39,3222.70288
1.709624,3,3225.487084
8.393503,10,3233.916386
6.710572,9,3240.103763
29.220498,40,3257.362266
28.57561,40,3276.393891
11.197408,14,3284.371832
9.34758,13,3291.35333
6.825414,10,3297.81761
7.959006,11,3305.096496
29.353606,40,3339.808061
29.389563,37,3370.855863
14.262206,20,3388.517187
28.847795,40,3422.923407
18.974323,27,3445.823296
27.976889,38,3478.26228
6.241314,9,3485.756236
31.264374,40,3521.472617
4.178987,6,3526.659679
27.559318,40,3560.6381
29.894124,40,3594.261082
7.913818,12,3604.387608
27.403231,40,3637.133698
29.046168,40,3655.345506
12.111715,15,3661.816713
27.980273,40,3682.460815
1.884432,3,3683.603016
5.858682,7,3686.783366
29.468014,40,3704.334056
7.202589,10,3709.082125
30.823114,40,3729.913263
27.647248,40,3748.1752
29.648276,40,3768.324259
13.514172,19,3777.603713
30.360788,40,3797.35143
1.15647,2,3798.520098
27.979249,40,3820.463556
3.066883,5,3822.417956
29.574459,40,3840.363111
8.027348,12,3845.942841
9.591095,12,3852.956484
27.286339,40,3872.277916
29.470274,40,3892.759855
11.751925,17,3902.95251
10.454756,14,3909.533727
28.801738,40,3928.170159
29.444444,40,3950.155488
6.044417,9,3954.692514
18.866475,25,3968.090468
30.669629,40,3996.64081
30.720794,40,4030.44543
25.68597,34,4055.100914
19.23861,25,4068.4133
29.552663,40,4093.931701
6.645098,10,4099.785812
21.693483,32,4119.474988
15.089129,21,4132.334027
5.733919,8,4137.508765
30.063664,40,4162.36047
29.845458,40,4185.925657
12.245306,16,4196.43855
28.44753,40,4218.450658
29.535331,40,4237.330431
28.344988,37,4259.915282
2.465725,4,4261.980769
32.263466,40,4281.962115
28.494147,40,4381.236723
6.558322,10,4385.688272
29.847113,40,4409.650845
19.912082,27,4426.250687
23.189294,31,4441.409768
29.309529,40,4463.611582
29.957813,40,4488.992057
1.86221,3,4491.529885
27.891561,40,4519.423585
14.048451,20,4529.23719
29.493436,40,4546.96402
28.603254,40,4570.573914
31.554095,40,4591.255115
27.693349,40,4609.5061
7.285869,9,4615.172995
1.910548,3,4616.980188
15.550519,21,4629.094515
8.464222,13,4635.218955
18.796979,25,4646.817723
28.203364,40,4668.716938
2.68433,4,4671.057226
28.844452,40,4694.322041
29.529131,40,4716.324463
6.225011,10,4721.013863
8.128661,11,4725.658976
28.955363,40,4748.180968
24.572385,32,4767.377458
6.513403,10,4771.904715
28.271906,40,4794.291724
3.824024,6,4798.149924
5.142029,7,4802.715805
31.203492,40,4826.694467
30.152884,40,4845.460759
29.261314,40,4867.319115
28.292643,40,4883.982169
17.159875,23,4895.981005
8.574795,11,4902.232561
29.669149,40,4921.73135
28.729619,40,4940.674144
7.936257,12,4947.896105
28.691403,40,4972.576295
1.909053,3,4974.006294
28.225367,40,4996.584706
30.560107,40,5020.619198
30.55931,40,5038.8865
10.141874,14,5045.137939
29.758124,40,5066.304065
28.157279,40,5085.737434
27.669104,40,5104.101972
28.734939,40,5127.072509
23.758923,34,5142.065579
11.845183,16,5149.751204
30.841284,40,5172.145365
30.202976,40,5199.998801
29.849458,40,5223.524515
29.023541,40,5243.18441
6.625976,10,5248.303302
21.596908,27,5264.413894
29.72854,40,5283.357022
30.138577,40,5302.776178
30.440971,40,5323.802213
16.31378,20,5332.523777
30.734247,40,5355.04333
28.24627,40,5373.710979
6.089673,9,5377.891138
15.471363,23,5387.842607
25.512559,37,5408.270832
15.951919,21,5418.438044
30.7237,40,5436.975227
30.158133,40,5458.757295
17.506929,25,5470.54699
27.915587,40,5490.550455
11.356787,17,5499.162826
19.370168,28,5511.673949
22.174684,30,5528.84226
10.470421,16,5538.520698
1.650518,3,5540.296075
27.269476,40,5559.400177
28.805236,40,5578.764873
8.03593,10,5584.704545
6.689691,10,5590.150506
29.290638,40,5608.444337
29.337238,40,5628.430497
22.713815,33,5644.787582
20.660239,29,5660.122769
24.206797,35,5677.381844
28.738592,40,5765.446178
10.260249,13,5771.580027
3.181785,5,5774.500485
29.624342,40,5798.125855
29.071066,40,5818.120418
2.156784,4,5820.037903
1.665168,3,5821.667136
23.020868,33,5839.125453
30.398295,40,5862.59354
7.220141,9,5866.626564
10.778779,15,5873.29005
29.20503,40,5900.357866
29.468033,40,5923.198708
13.93453,19,5933.060427
29.46743,40,5955.047471
27.781535,40,5974.252765
29.581539,40,5993.355759
29.494148,40,6014.848872
30.459693,40,6033.472266
27.292121,40,6054.785737
27.713517,40,6074.558805
28.292623,40,6097.027183
25.938592,35,6113.942398
28.891482,40,6133.268484
29.183034,40,6154.117504
29.514183,40,6174.905146
24.94638,35,6194.38842
14.1706,20,6204.485982
2.062108,3,6205.774511
7.026902,10,6210.880638
27.692651,40,6234.370229
3.93197,6,6238.380978
23.936521,35,6259.671405
28.090019,40,6279.687535
29.907447,40,6305.963425
27.294125,40,6326.341147
16.738592,24,6337.374585
28.911926,40,6359.904409
29.583037,40,6379.7073
29.426096,40,6400.393504
30.182809,40,6422.964807
28.42613,40,6447.936436
27.738592,40,6470.081297
23.310422,32,6484.481765
13.248197,19,6495.102742
27.667789,40,6514.811181
2.017766,3,6516.548544
28.49063,40,6535.305596
29.445279,40,6559.228082
11.134911,16,6566.607043
28.225976,40,6585.596197
28.936658,40,6607.277117
13.87134,18,6615.697863
29.599921,40,6638.374248
25.041009,35,6654.781464
28.471926,40,6677.469942
27.603375,40,6694.424418
28.377675,40,6714.450323
30.84625,40,6732.231456
31.283667,40,6755.155532
27.383037,40,6774.365553
30.136036,40,6793.773099
21.103591,29,6809.983552
29.938459,40,6828.309182
14.179431,20,6838.154115
4.690148,7,6842.23386
27.046212,40,6862.62078
28.603345,40,6880.811408
29.199471,40,6903.852287
28.668638,40,6922.493966
5.004547,8,6925.677113
14.404816,21,6939.073989
27.316233,40,6961.762336
27.294037,40,6983.968473
13.932432,20,6994.034775
28.580007,40,7014.561993
28.514614,40,7037.085229
23.092078,34,7052.320039
27.025976,40,7150.402985
32.316238,40,7169.718646
29.360815,40,7191.348647
30.027481,40,7212.210684
29.205236,40,7231.485368
28.981012,40,7252.210424
29.556764,40,7270.038922
28.692256,40,7290.858318
30.491469,40,7310.953736
27.471789,40,7329.796825
27.605259,40,7350.887362
30.086534,40,7370.964797
28.336683,40,7394.158349
27.270424,40,7418.025116
27.070398,40,7436.707899
27.694034,40,7460.242087
28.760678,40,7483.223319
29.205259,40,7501.543735
28.44413,40,7523.778727
27.360224,40,7541.113767
29.977875,40,7561.602896
10.267844,15,7568.299427
28.805259,40,7588.700885
9.089026,14,7596.697992
28.177234,40,7614.958347
27.33803,40,7634.444782
27.801903,40,7654.74277
29.114067,40,7672.134873
27.737972,40,7693.492067
29.205259,40,7714.706692
26.871926,40,7740.018904
29.470034,40,7762.969631
31.04627,40,7783.321721
2.935922,5,7785.237859
27.533312,40,7804.126567
10.731849,15,7812.972939
27.336567,40,7831.015586
29.86669,40,7850.897126
29.336955,40,7868.640444
28.205107,40,7887.809283
28.180273,40,7908.324065
28.910734,40,7932.586912
3.508375,5,7936.224941
30.245067,40,7956.363913
27.892643,40,7974.19834
27.778531,40,7995.510212
1.560012,3,7996.707974
28.381126,40,8015.603819
29.243848,40,8039.386999
28.494148,40,8061.880572
