#{"t_start": 1745507245.0666947, "env_id": "None"}
r,l,t
30.021221,40,2208.240081
17.923735,24,2209.756611
2.7509966,4,2209.756649
7.0399647,9,2213.761222
14.041339,19,2215.138683
4.80172,7,2216.630929
6.58095,9,2218.583504
17.771801,22,2219.147134
29.35341,40,2220.275452
2.0399878,3,2220.275504
2.8399878,4,2221.952431
8.892241,13,2222.325372
10.5915,13,2227.637338
14.447486,20,2228.0342
2.400563,4,2229.546051
18.815712,26,2231.083658
2.8495667,5,2231.513028
1.6194962,3,2233.258068
27.087727,37,2241.400307
11.570205,16,2243.168149
28.065977,38,2248.251215
22.997057,32,2249.817854
2.7279444,4,2251.566217
13.889622,17,2255.649671
19.88122,28,2256.038466
30.363802,40,2260.336129
8.880629,12,2261.103885
24.592218,33,2266.444077
5.309053,7,2269.063217
14.909454,22,2270.151043
28.94767,40,2273.609274
1.862773,3,2274.716459
9.489022,14,2275.09537
9.43919,13,2275.830169
29.377684,40,2277.169152
7.1963115,10,2279.958664
10.602257,14,2284.946689
0.9540681,2,2286.085328
3.2212863,5,2288.99946
23.993988,31,2292.936255
10.393511,13,2295.407083
28.734015,40,2295.407118
11.637445,14,2298.959817
31.092794,40,2300.404429
3.352295,5,2302.228519
6.023367,9,2302.61042
21.728846,29,2307.942641
18.680855,24,2312.86402
30.990923,40,2312.864056
31.02191,40,2320.149631
2.639988,4,2321.65384
26.61695,33,2322.035305
16.583035,24,2322.792208
27.765623,37,2329.920347
13.617461,18,2333.663379
10.7824545,16,2340.21224
29.172825,40,2343.324304
31.105753,40,2343.716877
5.206835,6,2346.847741
2.7549927,4,2348.308113
19.025362,26,2351.117568
28.312544,40,2352.804923
4.09543,5,2354.697649
7.9776287,11,2355.868137
3.400563,5,2357.024291
18.353437,23,2359.482878
30.887997,40,2361.994604
28.77558,40,2380.474522
30.177757,40,2381.747037
29.370157,40,2383.485949
4.8390574,7,2385.816281
31.015339,40,2387.537313
4.9322257,7,2393.405565
11.3123,17,2396.810012
19.33859,26,2406.492666
32.040195,40,2409.284827
16.65948,23,2411.691338
2.4207232,4,2413.177913
15.046423,21,2416.162716
28.645227,40,2417.3355
12.577003,18,2417.335554
3.8694096,5,2418.553904
7.003623,10,2421.219641
11.82237,16,2424.348183
9.670429,14,2424.746271
28.711277,40,2431.404084
10.7535715,16,2432.008293
6.4935455,8,2435.892462
17.850399,25,2437.50666
24.504646,34,2439.201987
9.271363,13,2448.499523
19.996572,26,2450.166921
14.546172,21,2452.739124
29.246655,40,2465.53661
29.463432,40,2469.728962
33.371716,40,2470.850294
27.86676,40,2472.903763
5.839897,8,2477.125579
28.025846,40,2486.592953
29.979261,40,2495.858885
28.049566,40,2497.576677
8.909482,13,2505.569348
29.794395,40,2506.137796
9.644557,14,2507.269874
26.261522,34,2511.211904
13.489177,19,2517.403965
28.538551,40,2525.222776
30.636047,40,2525.794576
16.278753,22,2527.695947
25.291582,35,2528.441757
22.138844,31,2542.037656
28.124065,36,2543.568501
3.0621078,4,2543.568534
30.291718,40,2543.568546
29.689375,40,2543.956711
10.153395,13,2549.821115
17.972393,21,2554.355413
8.690942,11,2556.16847
22.93235,33,2561.873461
9.211633,11,2562.445539
12.691982,18,2563.987801
29.799225,40,2564.364263
10.948948,14,2570.127016
23.913065,33,2576.356227
31.18301,40,2579.413958
8.446818,11,2581.13339
28.290344,40,2582.156316
2.0177658,3,2582.528914
27.624043,40,2587.767401
9.603985,14,2588.729445
14.709356,20,2588.729482
2.7053118,4,2590.216546
0.93277043,2,2591.266657
29.242445,40,2605.488422
15.670527,21,2607.220008
24.676285,32,2691.663066
30.953114,40,2695.864726
22.948524,28,2703.784551
2.2825294,3,2706.299364
20.974321,27,2712.560882
27.93627,40,2712.560933
30.88496,40,2714.278666
17.165014,22,2718.524257
17.25562,23,2723.535079
29.13666,40,2731.142329
29.398218,40,2732.318171
4.6665335,6,2735.392234
31.305958,40,2736.696473
4.8621874,7,2739.781443
28.955448,40,2741.998272
18.041735,23,2741.998318
1.8832009,3,2743.746037
25.01947,31,2749.834361
15.268618,22,2752.709092
27.447142,40,2760.066084
11.18946,14,2760.657195
26.737768,39,2764.161028
3.5096235,5,2766.180862
12.486912,16,2767.6867
27.46864,40,2770.708746
8.8587675,12,2773.067826
3.8703983,6,2776.827856
27.582409,40,2779.922094
23.245905,32,2781.262172
3.0915644,5,2782.830016
15.463752,20,2789.647036
27.821356,36,2793.003831
15.1674,21,2800.618919
8.016165,11,2802.280859
5.9376197,7,2806.44307
25.9051,35,2810.60828
6.1563344,9,2818.171923
14.12899,20,2823.202595
29.972218,40,2823.20265
18.373344,26,2824.068305
15.533236,21,2834.835418
9.8407545,14,2834.835476
16.126068,19,2837.478602
2.9606776,5,2838.090214
3.7566977,6,2838.705543
3.6907663,6,2841.565706
10.26728,13,2845.0741
9.797116,13,2846.390821
28.730352,40,2849.876608
7.8258395,11,2851.626536
9.39808,13,2853.896425
7.526839,10,2858.306597
0.9540681,2,2859.063788
29.63612,40,2862.556254
9.619976,13,2864.793674
22.331377,32,2865.903356
29.5544,40,2868.664625
5.1297765,7,2869.440517
4.446978,6,2871.760368
11.267432,16,2871.760408
3.2184424,5,2874.259793
30.310314,38,2878.684919
19.775862,28,2880.875592
16.776976,22,2881.914327
20.39922,27,2885.848125
14.7085285,19,2889.92887
17.971684,25,2891.070601
3.7478225,5,2892.842682
8.617872,10,2897.121196
5.2879705,8,2902.012547
30.209084,40,2903.174127
2.444342,4,2903.55444
3.8856726,6,2906.696743
30.598133,40,2908.086308
7.11292,8,2911.283688
28.248856,40,2913.677103
21.772953,28,2920.390717
29.359285,40,2922.310539
17.312649,24,2923.442148
19.7965,26,2926.91327
8.603196,11,2928.051776
1.905423,3,2929.222139
17.26635,24,2931.670208
1.6672295,3,2933.368533
14.660844,21,2933.984958
15.239634,21,2941.26966
10.976252,16,2943.26288
17.396635,22,2947.960174
29.047127,40,2950.629724
24.577526,36,2972.232912
30.305584,40,2973.110032
29.389677,40,2981.551659
8.04277,12,2982.40686
28.134592,40,2984.124722
3.8443968,6,2986.681319
2.6189268,4,2990.015947
14.537928,20,2990.016
8.755569,13,2993.347895
5.024725,8,2997.255963
7.154055,9,2998.133996
0.9777778,2,2999.906809
16.89013,24,3005.033315
5.826103,9,3005.033378
2.9269738,4,3008.325516
5.889717,8,3016.500525
24.52365,33,3025.405351
29.066982,40,3038.573573
19.481031,25,3041.460395
13.836847,18,3042.392675
32.304367,40,3044.168467
6.771398,8,3049.395893
6.066667,9,3057.404267
17.757261,24,3061.175392
8.432989,10,3069.765903
14.196462,19,3074.276122
25.55057,34,3075.125919
5.4907117,8,3076.914864
30.35502,40,3078.829057
11.567042,14,3087.502399
8.619902,12,3087.502453
4.220062,6,3092.590558
21.399075,27,3097.682756
13.771324,18,3102.870942
1.7762904,3,3105.578442
26.929398,37,3110.613687
7.1286616,9,3118.460725
24.88683,31,3119.320681
23.790085,30,3123.909632
14.329959,21,3123.909706
15.686257,21,3144.521038
24.720945,32,3148.951319
9.711401,12,3155.238279
29.05679,40,3156.989778
7.5377903,11,3158.661805
28.909033,40,3161.132078
5.1047587,7,3162.795793
1.8844323,3,3163.642309
4.97507,7,3169.843596
21.904459,31,3185.590305
14.2347765,18,3185.590381
30.864443,40,3189.804245
8.973321,11,3194.924388
29.865793,40,3197.418415
4.734135,7,3203.280621
29.79322,40,3219.604053
28.150877,39,3222.962647
1.7096237,3,3225.491572
29.638899,40,3229.024681
8.393503,10,3234.165796
31.084562,40,3237.34336
17.44914,22,3237.964099
6.7105713,9,3240.100011
13.354828,19,3241.679987
6.5164304,10,3242.4439
3.4841604,5,3243.590356
16.549767,22,3247.44269
7.9735203,11,3248.57932
11.715808,17,3255.892665
29.220491,40,3257.367215
4.2212863,6,3259.045261
32.92283,40,3260.137362
29.439194,40,3265.041584
11.861081,16,3265.971711
17.865257,25,3271.311261
10.269152,15,3271.879005
28.575607,40,3276.399388
13.446657,18,3281.564787
11.197408,14,3284.379194
3.6158667,5,3284.379253
28.531826,40,3287.488372
9.34758,13,3291.362306
28.644144,40,3294.48109
6.8254147,10,3297.85824
7.9590063,11,3305.114843
29.443436,40,3311.010415
31.216726,40,3315.40909
2.0399878,3,3317.938905
2.6384926,4,3321.336239
8.489002,12,3321.336292
25.792961,34,3321.336313
29.353598,40,3339.81353
23.996943,32,3348.248365
31.482105,40,3354.946485
30.601803,40,3354.946557
3.72686,5,3359.26905
6.978002,10,3363.608551
3.915548,6,3364.466046
29.389565,37,3371.115108
31.088728,40,3382.448554
18.19764,24,3385.062495
14.262205,20,3388.521642
21.55612,29,3388.521692
7.9748526,11,3392.022333
8.730337,11,3401.484677
20.037092,24,3405.867421
7.280041,9,3409.370816
28.847795,40,3422.939347
28.382229,40,3422.939403
16.417294,19,3425.511932
3.9044938,5,3427.194839
2.2698972,4,3430.618868
29.281483,38,3438.25007
18.974325,27,3446.104801
29.018934,39,3459.072214
27.90653,40,3465.026899
9.882642,14,3470.88861
29.88735,40,3472.608138
1.0465316,2,3472.608203
2.7105482,4,3475.933266
2.7940483,4,3475.933319
9.839845,14,3476.835403
27.97689,38,3478.524727
5.648104,8,3482.699254
6.2413144,9,3486.029012
15.413153,20,3492.824424
10.62279,12,3492.82448
1.0877861,2,3500.126403
28.909853,40,3512.446101
31.264376,40,3521.477215
4.1789865,6,3526.919472
29.750095,40,3528.656819
29.201302,40,3530.432584
30.290083,40,3546.415679
27.559307,40,3560.642382
29.58092,40,3562.36011
30.466171,40,3564.024374
28.933943,40,3580.085276
0.9105482,2,3581.793971
29.894127,40,3594.519675
28.134546,40,3596.218231
27.649582,40,3597.914568
7.913818,12,3604.644304
29.84373,40,3615.863717
16.514332,22,3616.743734
31.01335,40,3630.330094
17.903423,23,3635.443032
19.13184,26,3636.756419
27.403238,40,3637.177643
8.390689,10,3637.177678
2.0177658,3,3638.471805
1.9276453,3,3639.834255
6.998617,10,3640.244127
27.95677,40,3654.764195
29.04617,40,3655.349958
29.76082,40,3657.814802
29.950098,40,3658.197703
12.111715,15,3661.825297
32.111137,40,3673.651234
28.346863,38,3676.456985
30.835989,40,3678.238707
27.98027,40,3682.456694
1.8844323,3,3683.59975
5.858682,7,3686.795619
23.600285,31,3692.114441
30.349236,40,3692.677644
28.620096,40,3695.210598
13.357652,20,3701.699087
29.468008,40,3704.329855
18.493883,26,3706.85139
7.2025895,10,3709.07747
29.28667,40,3710.632797
29.602129,40,3721.312225
29.311743,40,3727.891042
30.823114,40,3729.907806
30.13406,40,3731.418332
8.86599,12,3732.773094
27.603632,40,3740.620072
19.021757,28,3745.527629
27.647253,40,3748.171098
28.424622,40,3749.716653
29.202929,40,3758.233139
28.733192,40,3765.258133
29.64828,40,3768.328732
28.027483,40,3770.554504
10.591583,14,3773.365736
13.514171,19,3777.600934
30.048195,40,3779.698063
23.238396,32,3785.728369
28.467869,40,3791.654964
30.360796,40,3797.355875
1.1564704,2,3798.526544
28.489317,40,3799.746865
12.58301,16,3800.931479
29.467684,40,3807.193201
27.979242,40,3820.458879
28.534765,40,3821.215356
30.928555,40,3821.986105
3.066883,5,3822.413214
29.443417,40,3827.159657
14.1370945,21,3830.257885
1.5323921,3,3831.863379
9.61985,13,3837.295964
29.51257,40,3839.971926
29.57446,40,3840.359639
29.81093,40,3844.577446
8.0273485,12,3845.948897
17.397675,25,3850.112444
9.591095,12,3852.961996
29.0394,40,3861.225504
30.471928,40,3866.109075
28.890959,40,3869.686713
7.2396755,10,3870.06147
27.286335,40,3872.28428
21.517017,26,3872.930203
2.5750518,4,3874.538247
2.9477885,4,3876.349307
16.507177,23,3881.359875
11.389648,15,3884.911937
29.136703,40,3890.449007
29.470278,40,3892.775887
11.7519245,17,3902.959339
28.555965,40,3903.557876
30.133116,40,3906.771665
10.454757,14,3909.535409
30.187807,40,3912.189823
14.423023,22,3916.288541
29.150396,40,3922.152629
28.801739,40,3928.165119
23.168726,30,3930.617517
28.957485,40,3930.617568
13.311782,18,3939.54742
13.335747,18,3939.547472
31.458279,40,3941.990115
4.5058756,6,3945.785452
7.7925587,11,3946.640446
1.9066546,3,3948.440958
29.444448,40,3950.159687
4.423337,7,3950.159736
6.044417,9,3954.688642
29.311798,40,3961.548822
18.866476,25,3968.13654
30.534357,40,3969.927384
27.951233,40,3971.720931
13.266759,19,3972.880436
14.319798,18,3980.415226
9.968924,13,3991.080943
25.456842,32,3994.936234
30.66963,40,3996.650379
30.334618,40,4002.186737
22.092026,31,4020.229555
30.4012,40,4024.9117
30.720797,40,4030.502683
27.798368,40,4038.762123
2.5300376,4,4041.586671
17.867468,25,4042.863763
2.4477992,4,4046.006454
5.4229493,7,4050.676349
25.685968,34,4055.096545
29.687569,40,4055.096582
16.760813,25,4056.53338
7.311135,10,4061.777963
3.1326275,5,4064.189168
19.23861,25,4068.422173
28.44538,40,4072.216869
27.294136,40,4077.779562
6.643858,8,4082.606138
29.735107,40,4089.811808
4.042957,6,4093.389844
29.552662,40,4093.939179
29.778013,40,4097.347071
17.400179,24,4097.959596
6.645098,10,4099.790551
15.249142,22,4111.677034
6.8162246,9,4116.905154
32.219296,40,4117.48474
21.693485,32,4119.479322
3.2197635,5,4120.055409
29.959295,40,4122.078949
13.64914,17,4130.612477
15.08913,21,4132.340261
5.733919,8,4137.514645
29.966497,40,4142.740735
28.558914,40,4147.532498
10.981796,15,4153.609768
29.049007,40,4156.417701
8.203736,11,4159.257197
5.0582967,7,4160.573276
30.063662,40,4162.376875
28.871908,40,4170.561444
31.648207,40,4182.437895
29.643084,40,4183.596433
29.84546,40,4185.931955
6.3961034,8,4188.458775
11.647679,18,4193.498256
30.379255,40,4195.843929
12.245306,16,4196.445033
7.516234,12,4201.476732
11.90619,16,4205.85523
29.337862,40,4212.703133
28.447527,40,4218.44505
28.932827,40,4222.054642
29.334616,40,4225.321478
7.665833,10,4230.249798
28.22138,40,4231.58815
29.535336,40,4237.392599
12.670033,18,4239.965669
30.544876,40,4241.30199
29.291553,40,4253.524559
28.34499,37,4259.911548
2.4657257,4,4261.986557
30.06937,40,4264.819068
27.6696,40,4265.684148
30.081358,40,4273.909767
32.26347,40,4281.994645
30.621029,40,4284.824777
28.77422,40,4285.725886
4.581401,7,4368.682315
3.4856284,5,4371.27586
2.9269776,4,4372.843704
11.923784,15,4373.241392
28.173586,40,4374.024828
28.494152,40,4381.241152
11.316367,17,4381.85341
19.032944,23,4383.748726
4.6149244,6,4384.545279
6.5583215,10,4385.68317
4.153242,6,4386.139522
29.77492,40,4391.80377
11.178046,16,4401.417962
26.5806,38,4406.457665
29.847116,40,4409.658785
26.80525,40,4410.309933
3.779586,5,4413.912278
19.912083,27,4426.294782
29.227348,40,4426.294849
1.7540568,3,4427.689674
28.576391,40,4429.857115
4.3837066,6,4430.463424
5.5149355,8,4434.114708
28.803234,40,4435.48677
23.189295,31,4441.404748
25.746838,34,4447.463517
27.863792,40,4454.84511
29.48332,40,4456.67573
29.309525,40,4463.61599
11.471904,18,4467.048309
29.735811,40,4470.306679
29.39125,40,4477.039177
29.957811,40,4489.266592
26.056843,36,4490.963823
1.8622102,3,4491.73733
15.685361,20,4493.593993
28.80499,40,4499.189357
13.482111,18,4507.154281
4.293326,6,4510.955789
22.52998,31,4513.53147
27.89156,40,4519.429138
29.515783,40,4524.639365
21.265575,28,4526.622743
14.048452,20,4529.269532
24.157032,34,4531.460254
18.982477,25,4542.25605
27.823,40,4542.256099
30.1121,40,4544.664596
29.493435,40,4546.959119
8.649109,11,4549.420504
12.601728,18,4550.685641
17.798737,26,4555.534642
28.603249,40,4570.578509
31.827456,40,4573.66835
31.702993,40,4574.859017
29.425476,40,4579.818699
31.5541,40,4591.295468
28.705149,40,4593.821607
31.79349,40,4594.586611
30.334267,40,4598.518097
6.2646046,8,4598.518148
2.3585079,4,4600.266986
10.084413,14,4606.734291
27.693342,40,4609.568758
31.027365,40,4612.761864
7.285869,9,4615.185514
1.9105483,3,4616.988523
29.114332,40,4618.888076
6.0906816,8,4623.620099
15.550519,21,4629.112119
31.509865,40,4629.112148
21.513878,30,4629.930624
3.199724,5,4632.439502
8.464223,13,4635.223768
16.021671,22,4642.3652
21.090982,29,4642.365242
28.33584,40,4642.795251
18.79698,25,4646.815966
12.856608,17,4649.915497
11.154198,16,4649.915558
13.710483,19,4661.072442
28.529905,40,4663.392145
19.500416,26,4665.208285
28.203365,40,4668.73714
3.5137947,6,4668.737204
2.6843297,4,4671.062129
7.819273,11,4675.072861
27.98147,40,4684.100903
28.128086,40,4686.531318
28.844454,40,4694.326794
29.649673,40,4698.323507
19.17881,26,4699.466294
19.910906,27,4702.298414
6.154168,9,4704.58114
14.124759,19,4715.086402
29.529133,40,4716.321867
29.071346,40,4719.322657
6.225012,10,4721.009007
28.869598,40,4722.563181
14.504943,18,4722.969861
8.12866,11,4725.674438
7.977778,10,4727.34674
31.910883,40,4737.137432
28.4463,40,4741.141707
6.793828,9,4745.042302
28.955362,40,4748.214077
29.995857,40,4750.194384
24.572386,32,4767.385139
28.868475,40,4768.616204
27.269733,40,4769.011514
6.513403,10,4771.900445
5.015886,7,4771.900483
27.864275,40,4772.594023
8.24277,12,4779.130689
9.024944,14,4786.378529
30.372173,40,4789.599924
28.271912,40,4794.300388
27.138592,40,4794.300442
11.312424,16,4796.023631
3.8240247,6,4798.179476
9.266226,14,4798.179527
5.6437244,8,4799.530842
5.1420293,7,4802.721481
6.024913,9,4805.27276
30.126802,40,4821.340628
29.270271,40,4822.643225
31.20349,40,4826.689273
27.490753,40,4828.196887
3.552907,5,4830.282114
15.464319,22,4833.789708
28.178919,40,4840.755724
18.713245,27,4843.124026
30.152884,40,4845.465535
29.396666,40,4854.800791
2.6417086,4,4857.143182
28.914734,40,4862.606257
28.445442,40,4865.097318
29.261312,40,4867.314133
20.327295,28,4874.821754
28.32845,40,4875.197656
29.980972,40,4882.387008
28.292646,40,4883.986834
22.173853,30,4888.405631
28.888004,40,4893.062339
17.159876,23,4895.986561
8.574795,11,4902.237687
29.40452,40,4903.414664
21.24819,29,4909.431919
27.4719,40,4910.23375
3.7601147,6,4911.858775
29.669151,40,4921.727152
29.337685,40,4922.506343
27.982428,40,4928.662697
29.80186,40,4930.220838
28.72962,40,4940.678869
29.911253,40,4942.080435
22.846464,31,4946.744576
7.936256,12,4947.90058
28.824808,40,4949.730372
6.590017,10,4956.383415
29.892124,40,4966.911546
26.269901,36,4969.28783
28.691399,40,4972.572035
1.9090531,3,4974.00125
27.647398,40,4979.147609
17.469995,24,4979.533612
11.870426,16,4988.603948
29.486568,40,4991.341859
28.225363,40,4996.590804
27.18047,40,5002.158845
27.113768,40,5012.46626
29.714872,40,5014.963481
2.683201,4,5014.963533
30.560104,40,5020.624757
6.405259,10,5021.211033
29.39525,40,5025.787412
28.001158,40,5034.717095
30.559307,40,5038.882188
29.449686,40,5039.266975
27.173914,37,5041.801499
10.141873,14,5045.134411
29.825708,40,5052.759807
30.467764,40,5058.435596
28.958326,40,5062.139385
29.758127,40,5066.309734
29.047007,40,5074.873107
29.221727,40,5079.652423
29.383043,40,5082.042879
28.157278,40,5085.732217
28.44482,40,5093.357269
28.158316,40,5098.151994
29.977213,40,5100.420151
13.44348,19,5101.772575
27.669102,40,5104.10879
28.137903,40,5120.852881
30.866323,40,5124.34063
30.694147,40,5125.488823
28.734934,40,5127.067774
30.002176,40,5138.989267
2.1859558,3,5140.124626
29.516356,40,5141.490815
23.758926,34,5142.070475
28.847574,40,5143.241268
8.694498,11,5147.669169
11.845181,16,5149.746595
16.080748,22,5151.726348
9.516256,14,5154.285187
29.73638,40,5160.360059
13.408882,19,5171.733058
30.84128,40,5172.141143
28.825274,40,5174.568912
29.110449,40,5178.383107
18.820322,26,5189.025615
30.202982,40,5200.103829
30.576471,40,5202.990793
29.668234,40,5206.593667
25.422787,33,5211.038926
14.405258,20,5215.330299
1.6907197,3,5217.027697
29.849463,40,5223.54464
12.188798,16,5225.417788
28.402666,40,5229.52398
27.691929,40,5232.430421
29.023544,40,5243.23382
17.553102,23,5243.638781
28.645844,40,5244.98058
6.6259766,10,5248.307239
27.292122,40,5248.749533
21.596907,27,5264.459024
28.333714,40,5266.811112
27.183033,40,5268.827828
28.694092,40,5271.76134
21.826544,29,5281.859529
29.72854,40,5283.352104
29.089674,40,5284.808595
3.483201,5,5287.55471
2.710446,4,5289.310943
30.154463,40,5289.788412
29.114822,40,5300.384267
30.13858,40,5302.781349
19.547647,27,5303.397505
4.5059695,6,5304.040021
27.514858,40,5310.679183
30.440975,40,5323.797094
29.203234,40,5324.193346
29.31041,40,5324.587864
3.7482276,5,5326.893406
29.53846,40,5329.678153
4.605255,7,5330.06183
16.313778,20,5332.528067
16.826902,23,5334.870756
12.725696,18,5344.538529
28.959549,40,5351.6477
30.824074,40,5352.354768
30.734247,40,5355.038178
11.910412,16,5359.981642
21.471926,32,5361.747546
29.553791,40,5370.619452
28.246267,40,5373.71822
6.0896726,9,5377.895643
27.383013,40,5378.417565
24.620842,37,5378.814281
15.471364,23,5387.838169
29.936357,40,5388.23664
27.694126,40,5398.451553
28.338596,40,5399.068943
23.614635,32,5406.721985
10.578804,15,5407.114569
25.512558,37,5408.266144
16.465204,22,5409.728981
7.931917,11,5411.904147
12.197971,17,5418.035337
15.951919,21,5418.446484
10.623414,15,5418.850907
6.400427,8,5422.216572
25.248196,37,5424.395891
27.397417,40,5436.40374
30.723703,40,5436.986704
27.936829,40,5440.957942
29.108185,40,5443.701263
4.238223,6,5447.508822
30.399511,40,5458.378657
30.158136,40,5458.757426
29.223434,38,5461.842233
7.977778,10,5466.530252
27.983027,40,5467.319206
17.506927,25,5470.54164
11.938028,17,5474.968727
27.560133,38,5475.578204
15.02748,23,5477.039571
9.777116,14,5481.310202
10.049703,15,5482.506023
27.915579,40,5490.55745
11.795491,16,5491.157662
28.863068,40,5498.357156
11.356789,17,5499.159931
27.53291,40,5504.033981
23.022354,34,5507.71694
3.5823252,6,5510.144267
19.37017,28,5511.672688
28.419008,36,5515.045342
3.1344204,5,5517.556869
27.293549,40,5524.067169
22.174686,30,5528.868946
31.713234,40,5532.763038
10.470422,16,5538.526552
1.6505182,3,5540.301497
30.129728,40,5541.473004
3.7713022,5,5544.343237
2.554057,4,5546.645189
30.246572,40,5547.791989
5.2052584,8,5551.382727
30.090178,40,5553.841837
1.731846,3,5555.546845
27.26947,40,5559.394961
27.488369,39,5563.930407
7.4711266,10,5568.60672
28.114449,40,5569.034091
4.0414577,6,5571.154346
3.1773286,5,5571.154387
28.382917,40,5572.822453
28.805239,40,5578.770888
8.035929,10,5584.709868
6.689691,10,5590.156148
31.463198,40,5592.583981
28.858244,40,5592.584014
2.5967045,4,5594.7488
29.267426,40,5594.748856
23.91722,33,5607.968101
29.290642,40,5608.439114
28.249594,40,5612.607736
29.138594,40,5612.607788
28.158295,40,5627.854408
29.337238,40,5628.47412
30.111418,40,5634.412652
27.560007,40,5634.412707
9.712876,15,5636.118451
22.713816,33,5644.846648
27.826921,40,5653.147307
28.80209,40,5653.147371
29.376345,40,5655.577079
20.66024,29,5660.130608
10.738593,15,5664.064238
16.664602,20,5664.641382
27.248095,40,5674.726898
3.5539577,5,5676.619684
24.206797,35,5677.382327
29.582907,40,5752.853578
28.890253,40,5753.237648
13.470289,18,5754.830794
18.523426,25,5764.476891
28.738594,40,5765.469118
3.8386424,5,5767.2778
2.598759,4,5768.974086
29.024073,40,5771.086498
10.260249,13,5771.584563
30.98096,40,5773.320441
3.181785,5,5774.505972
27.938435,40,5791.844751
29.71175,40,5794.698792
29.138597,40,5796.984082
29.624348,40,5798.132597
27.687515,40,5813.475754
28.868252,40,5815.83468
29.266273,40,5817.356861
29.071066,40,5818.116581
2.1567838,4,5820.042435
1.6651678,3,5821.66205
14.667232,20,5822.608516
30.66887,40,5835.631817
30.779333,40,5837.96297
23.020868,33,5839.130316
29.292068,40,5844.212072
7.64914,11,5844.212123
3.5039246,5,5847.179042
9.238855,13,5854.880649
14.245483,19,5855.479936
28.996204,40,5859.109099
30.398293,40,5862.661593
7.220141,9,5866.626113
15.222561,22,5866.626151
19.746534,27,5872.10531
10.778779,15,5873.286548
29.667793,40,5875.443751
27.648207,40,5890.871416
29.979183,40,5898.59477
1.1345469,2,5899.786204
29.205023,40,5900.36279
28.825264,40,5902.801343
4.9311285,7,5907.299278
4.7776155,7,5911.342563
29.750196,40,5915.629869
3.0457823,5,5918.7981
28.463566,40,5922.80615
29.468029,40,5923.366238
27.736534,40,5932.660028
13.934528,19,5933.055822
27.823538,40,5938.357927
27.094149,40,5942.33968
30.070385,40,5954.47035
29.467436,40,5955.053093
29.84226,40,5960.796695
29.691944,40,5965.171286
30.135477,40,5973.852592
27.781534,40,5974.372798
29.557358,40,5979.771328
28.195568,40,5983.78992
29.86376,40,5992.768195
29.581541,40,5993.360865
27.846899,40,5999.548387
14.569361,20,6004.096567
27.980839,40,6004.670925
1.1772149,2,6005.88468
29.494154,40,6014.85229
30.534517,40,6020.066294
29.337093,40,6023.245525
29.889074,40,6024.604273
30.459694,40,6033.542562
28.401129,40,6038.872128
1.0216594,2,6039.855703
28.113379,40,6042.320054
29.465343,40,6043.691926
6.7802906,9,6049.067576
10.738593,15,6050.972575
27.292116,40,6054.792567
28.09412,40,6061.757374
27.116365,40,6069.910641
29.068663,40,6071.840147
27.713507,40,6074.553452
27.071787,40,6080.758106
28.827477,40,6090.596132
29.760107,40,6092.674813
28.292622,40,6097.032128
28.111073,40,6103.515051
29.846292,40,6111.494442
28.871124,40,6113.492621
25.938597,35,6113.939576
18.754215,25,6115.207231
25.200138,37,6129.285104
30.55782,40,6132.576247
28.891487,40,6133.280569
27.71391,40,6135.431636
28.847807,40,6151.355788
29.5607,40,6153.734086
29.183037,40,6154.116846
29.881136,40,6155.384037
15.336952,22,6164.326419
30.047604,40,6170.203153
11.957392,17,6173.485812
29.514185,40,6174.911137
29.223806,40,6176.87188
8.560811,13,6178.960853
24.946383,35,6194.384245
27.53423,40,6196.218113
29.488693,40,6198.745407
30.11487,40,6199.965477
14.1706,20,6204.482145
2.0621076,3,6205.771362
7.026902,10,6210.90665
27.179138,40,6215.439706
29.982481,40,6219.008004
30.70733,40,6220.790659
27.692652,40,6234.400777
3.9319704,6,6238.484614
26.00146,39,6240.480668
30.005264,40,6244.178618
28.189531,40,6246.215578
7.9128323,11,6247.413807
23.936518,35,6259.676739
20.888767,31,6262.148879
28.98115,40,6268.84425
27.249704,40,6269.605238
28.090017,40,6279.693812
27.535713,40,6282.859737
27.582897,40,6290.179739
29.226688,40,6291.387438
29.907448,40,6306.025167
30.488056,40,6308.145658
28.627487,40,6315.422489
30.427483,40,6316.296861
27.294113,40,6326.33655
27.448973,40,6328.304613
29.338572,40,6334.017462
28.488169,40,6334.789132
16.738592,24,6337.38078
27.889673,40,6350.717703
28.332438,40,6355.949114
28.692621,40,6357.420891
28.911922,40,6359.900462
29.09335,40,6370.251889
23.844305,34,6373.562011
29.712168,40,6375.598014
6.314871,10,6379.122248
29.583042,40,6379.743156
29.179403,40,6391.267954
29.158747,40,6397.082033
27.490763,40,6399.616513
29.426104,40,6400.402581
28.376331,40,6411.141818
20.618624,30,6416.33422
28.711899,40,6418.655617
30.182812,40,6422.97197
18.37643,24,6431.734758
25.515564,35,6433.513576
27.29401,40,6443.428621
28.426126,40,6447.941876
27.55735,40,6456.134018
26.738586,40,6457.968621
27.400677,40,6466.544799
27.738592,40,6470.076252
27.559034,40,6475.821831
28.909592,40,6477.127723
23.310427,32,6484.477365
29.77268,40,6484.872086
15.60376,23,6486.093009
5.0919547,8,6491.064139
13.248197,19,6495.10726
31.001072,40,6498.151026
30.714294,40,6507.006809
28.930773,40,6512.055387
27.667795,40,6514.816355
