#{"t_start": 1745507245.0666947, "env_id": "None"}
r,l,t
18.441526,26,441.101265
14.490031,20,442.605379
6.797665,9,445.514024
6.6603613,9,446.170539
1.6189746,3,448.019565
1.042957,2,448.019626
29.848898,39,448.019648
7.7476387,9,448.978676
1.6429571,3,450.466762
1.6207348,3,451.406037
2.7054234,4,453.965399
11.0648575,13,457.002344
17.74887,23,461.282806
13.567756,16,461.668537
2.937844,4,463.310314
11.240239,14,463.310364
21.395485,27,464.811806
4.436598,6,464.811842
2.4651794,4,465.200537
2.506645,4,466.31999
15.90393,18,471.272227
9.303917,12,471.650735
12.2682295,17,472.029353
14.323722,18,472.797714
1.8863169,3,472.797745
6.5928073,8,474.278565
6.5724583,9,475.807197
11.88337,16,479.686972
8.048061,11,480.442297
2.5967524,4,481.326963
10.883085,16,481.327007
3.3058753,4,482.49505
3.7940843,5,484.846984
23.389729,28,485.236174
5.8258433,8,485.236211
2.4651792,4,486.384557
3.8824131,5,487.141936
1.8240592,3,488.656507
6.6609282,9,489.236883
12.638095,17,489.23693
1.8423864,3,490.91082
5.573988,8,493.166443
8.164835,11,495.414657
18.61111,25,500.000691
11.626918,17,500.586102
4.084565,6,503.605499
15.196056,20,503.997629
13.112679,19,505.149463
5.7534895,7,506.738464
14.104617,17,507.878793
10.060629,14,511.351875
7.734132,11,511.746623
2.8043885,4,512.882032
13.173731,18,516.022302
31.37635,40,521.267879
19.082674,24,522.588626
17.469925,23,523.343782
4.2032304,7,524.094291
3.5948782,5,525.22037
7.157951,10,526.672182
10.304617,12,531.023997
10.611632,14,534.026962
32.062576,40,534.705897
2.6843297,4,537.23087
10.528507,14,540.58484
6.916364,9,543.812627
5.0405517,7,545.415776
26.193127,37,546.367714
1.7170404,3,548.156039
2.7753425,4,548.156081
16.679316,21,548.575054
7.146665,9,549.384686
2.9936407,4,550.416833
2.6248794,4,551.201749
1.9318345,3,553.275388
3.283848,5,553.275443
8.839345,11,553.912976
8.537564,12,554.345039
5.8576207,7,557.30986
6.1737633,8,561.426876
6.571278,8,564.657333
24.752783,31,567.592976
23.389486,31,567.594593
28.745413,37,570.218763
13.239642,16,571.874281
14.157356,18,575.152985
8.057249,10,575.895774
17.410936,23,577.185313
25.298433,31,585.714391
16.54799,19,586.29115
16.789606,22,586.871411
1.775052,3,587.481215
14.093981,18,587.48127
1.8646086,3,588.077858
5.016807,7,591.530242
10.487675,15,598.090405
18.881453,25,599.335659
3.4404535,5,601.259941
21.453648,30,601.64169
6.063961,9,601.641727
1.7540681,3,602.555502
27.016817,36,603.695679
2.9098828,4,604.796087
5.441315,7,605.203302
5.9605837,7,605.203332
1.8844323,3,605.96923
13.943776,16,612.091304
16.581537,22,614.372168
17.36512,22,615.240307
3.6178794,5,617.005578
4.618716,6,618.307624
13.181513,16,619.06196
30.041342,38,620.172636
5.6483054,8,620.172674
0.9988972,2,620.926385
9.528702,13,626.988149
5.7357197,7,630.969672
13.963207,19,631.679871
21.91031,29,634.53679
27.459242,34,636.25355
3.4874873,5,637.128551
7.9371953,11,637.128586
9.552955,12,637.882027
1.7540681,3,638.262072
5.9977217,8,639.385971
2.7098827,4,639.386009
15.041917,21,646.881369
15.296841,21,648.58086
30.208508,39,653.234384
12.946196,17,654.366859
27.208048,36,654.933545
6.259216,8,658.239373
11.480401,14,660.411611
12.194329,16,660.411665
20.776209,29,660.997713
3.7490857,5,663.268038
1.7528297,3,664.978381
17.77471,24,671.286047
19.436836,25,675.181736
22.280542,28,675.957551
1.1564704,2,676.732858
9.547774,13,677.528739
7.536393,11,679.809076
6.997688,10,681.412625
2.118298,3,682.540041
11.108118,13,683.278229
2.597942,4,684.031641
33.47617,40,684.431067
3.2194865,5,685.262462
1.6222223,3,685.26251
6.6185727,8,689.060127
11.772634,13,690.932493
6.1048837,8,692.399631
17.369753,22,694.418725
7.154008,9,696.256038
10.637809,14,697.000902
32.40423,40,697.00094
5.4425073,7,699.447005
4.860177,6,700.039473
11.771724,15,700.896763
5.262398,7,703.511026
8.128208,11,709.389018
23.925543,31,712.256461
18.988726,25,712.256508
3.7496037,5,715.028686
1.8622102,3,716.698707
29.36797,36,717.811021
2.4417186,4,718.929677
4.5909705,6,721.473944
10.574967,12,725.530606
21.70045,30,726.030519
23.607695,31,729.333552
6.9358544,10,731.185953
5.947646,7,732.501465
18.121284,22,732.501519
3.3311727,5,733.685463
2.7300377,4,734.81292
3.9371443,5,736.712748
7.8613935,11,737.494001
6.0667844,9,737.494037
1.5343804,3,737.871431
3.9227598,6,740.317598
1.7078635,3,741.793255
6.173446,8,741.793285
30.747417,40,744.053082
11.949856,15,744.053113
7.3113766,10,745.919676
7.525455,9,748.463205
8.63771,10,748.847135
1.9720898,3,749.619936
8.325475,10,750.379154
3.9758525,5,750.766903
12.665782,17,759.600735
13.795763,20,760.188966
31.923708,40,761.34162
23.201023,30,767.574358
9.979668,15,768.140091
15.926574,20,770.409461
1.7105483,3,771.518736
11.545156,15,774.069011
12.296423,15,774.606264
23.329073,33,776.803268
2.7129135,4,778.270972
12.203629,18,781.775611
25.039257,34,787.110674
2.7789915,4,788.936273
25.745958,34,789.923318
1.6417185,3,791.054147
23.210245,29,792.144074
2.7746763,4,794.251659
4.7746615,6,796.496238
11.221919,16,798.146976
2.9726558,4,798.147029
15.194987,22,798.728386
30.375889,39,799.888194
4.7566447,7,802.143949
5.9766536,9,803.300726
7.437627,10,804.522591
2.6411839,4,805.671298
5.753516,7,808.43119
5.0267925,8,810.117437
12.899862,17,811.77455
12.21116,15,815.69648
22.079048,30,815.696509
8.881995,12,816.865509
5.571948,7,819.067024
6.640669,8,819.6435
1.1404648,2,820.423652
16.86231,22,820.423684
2.0399878,3,821.607336
7.108177,9,822.742133
3.1579452,5,823.699834
1.9822526,3,824.718742
2.142208,4,827.615732
3.7280977,5,827.61578
5.546584,7,830.693968
9.65881,13,834.525737
19.99529,27,835.172139
29.506096,40,838.727688
9.780588,13,842.464257
9.990264,12,842.464343
8.378892,12,846.148262
6.346327,8,847.396155
25.344503,31,849.668469
6.759415,9,852.685411
1.686163,3,855.251987
12.120909,16,856.611419
18.23023,22,856.61147
10.26461,14,858.904975
2.0711234,4,858.905029
2.6027758,4,861.192737
5.7120256,9,861.74918
1.9983933,3,863.446566
5.504622,7,865.063783
15.769479,19,866.215277
10.745408,14,866.746484
3.2392092,5,869.366629
10.544452,14,872.440341
14.874196,19,873.262303
2.5338964,4,874.196284
8.980791,11,874.590867
2.0399878,3,874.590897
10.707714,14,883.314342
3.1325083,5,886.068098
28.63345,36,886.62723
2.0399878,3,887.750638
3.3961809,5,889.464643
4.594608,6,891.209367
4.5050454,6,892.875606
5.8835464,8,895.695074
28.819986,40,898.457387
29.6566,40,898.45744
8.500643,10,898.45746
1.8636931,3,900.120827
4.9097495,6,901.259858
4.8587065,6,901.259891
10.372542,13,905.801901
23.52135,31,910.745204
8.819215,11,911.316782
17.07674,21,911.316831
3.289105,5,913.526143
18.537775,28,915.364053
6.435385,8,916.206479
1.9804063,3,918.441486
6.0848985,8,919.204139
8.284104,12,919.204206
6.736705,10,922.074094
3.9985008,6,922.652887
1.0216594,2,923.234463
0.9772149,2,924.374129
2.4892206,4,926.822437
14.373987,16,927.979863
1.7576427,3,929.630731
4.260944,6,930.19802
17.77228,21,931.356121
2.1192892,3,933.080943
7.1922,9,935.163427
6.244312,8,938.966791
14.010269,16,940.64396
9.150256,12,942.897526
25.780003,34,943.468567
8.579139,13,946.318547
4.7525053,7,947.4478
2.016534,3,949.155214
4.1151185,6,952.53607
11.7244835,15,954.806057
2.9134505,4,957.074008
6.9941893,10,958.213393
24.837133,31,958.213448
3.9156814,6,960.463022
3.3294396,5,961.032835
1.6,3,962.714795
29.042282,40,965.588317
13.902729,18,968.391706
4.399304,6,968.950652
1.7540681,3,970.640295
5.9749203,7,972.321877
2.1726558,3,972.321931
15.929172,22,972.880293
1.6417185,3,974.613575
7.6386423,10,978.007243
3.1398745,4,980.286631
11.067679,16,983.217102
30.015642,40,984.83497
6.843072,10,985.354492
2.418241,4,987.692544
24.96994,33,989.889946
12.211381,14,990.266456
2.9051592,4,991.406134
2.0177658,3,992.503919
5.522891,7,993.029792
2.7936442,4,994.696753
2.5776753,4,996.309713
9.3983965,12,998.112075
2.023137,3,999.305965
7.8208117,11,1001.006732
30.63436,40,1002.686402
6.553613,8,1003.066259
1.9134504,3,1003.841851
7.21161,9,1004.637166
29.172844,40,1004.637221
5.131877,8,1008.440758
12.502188,16,1011.241276
5.7100177,7,1011.832506
3.7341125,6,1015.460621
6.4540796,8,1021.537257
20.562866,27,1025.405292
21.772858,30,1027.114792
6.2915406,9,1030.459366
14.308517,19,1032.149109
15.682097,20,1032.149172
1.1849092,2,1033.29573
10.936945,13,1034.449184
5.467928,8,1036.81387
5.213852,7,1037.439536
3.7058754,5,1037.439578
6.745267,8,1041.296136
29.464607,40,1052.517657
7.5697827,9,1057.706973
22.801786,30,1058.297971
28.931545,40,1058.890312
1.7570113,3,1059.515367
31.049257,40,1059.515421
2.7993345,4,1060.650246
4.9735255,7,1064.492031
13.574412,18,1067.447079
16.19891,23,1070.559126
18.747997,25,1071.309385
4.7992067,7,1073.141327
3.798637,6,1073.511781
17.580257,26,1075.239464
3.2208488,5,1075.797914
10.5339575,15,1079.500906
11.197934,15,1082.030968
28.159277,40,1084.787739
11.729198,16,1086.849195
21.130201,27,1087.288469
3.2194965,5,1090.352947
1.8844323,3,1091.478289
14.865461,19,1093.746906
14.858972,21,1097.00039
29.759428,40,1101.994728
8.772998,11,1103.146072
1.6888889,3,1103.708682
15.217706,21,1105.448709
3.3963497,5,1106.611632
8.799219,10,1108.875743
5.614805,7,1109.43345
29.686499,40,1111.768315
7.452622,9,1112.521931
9.50791,12,1114.358107
3.693366,5,1114.927396
5.8379483,7,1117.721352
23.759228,31,1121.910991
12.422893,19,1130.056557
12.333456,17,1132.852482
3.7498674,5,1132.852528
30.664337,40,1134.563475
3.6594775,5,1135.716469
26.703566,35,1135.716526
3.999064,6,1136.340245
3.0717885,5,1138.640423
10.733654,15,1143.260844
16.88328,22,1148.322051
20.16954,27,1152.612727
30.704042,40,1156.224113
30.877934,40,1162.056157
22.346188,27,1164.728727
6.0426097,9,1166.236137
31.391586,40,1166.611519
3.92686,5,1168.288438
23.320507,32,1170.518054
5.663798,7,1176.232403
14.400138,20,1179.643041
19.394579,27,1182.23248
16.108137,23,1185.621996
10.323822,14,1191.483504
6.3708625,9,1193.246399
9.842275,13,1193.246452
17.756681,24,1196.550426
3.8208802,5,1197.403809
7.3514576,11,1202.422448
5.4212885,8,1209.186571
1.9733212,3,1211.740712
14.467863,21,1215.092467
5.0037365,8,1221.910069
31.43437,40,1224.232114
30.524271,40,1227.686594
14.661595,20,1232.119597
1.7540681,3,1233.265754
28.953856,40,1235.941386
18.377613,25,1236.395428
18.994976,24,1238.260394
12.398454,14,1239.349773
7.643628,11,1243.211444
6.268018,9,1243.600658
16.710054,23,1245.838605
11.771258,15,1250.080133
29.743937,40,1252.859042
19.760246,28,1255.58852
16.465633,22,1255.990505
1.7096124,3,1256.730334
3.5412037,5,1258.602432
21.573574,27,1262.127705
18.020994,25,1264.157977
5.687021,8,1265.770332
16.523106,18,1341.211133
1.5323921,3,1342.8373
3.7496004,5,1344.854501
2.904843,4,1346.405455
14.574423,18,1346.405491
28.44455,40,1347.560701
5.3795853,7,1349.103352
8.2422695,10,1350.283553
23.798786,32,1353.040991
16.817585,22,1356.266443
16.236197,22,1357.920482
25.57879,33,1363.440876
14.9705715,18,1365.028856
30.156818,40,1368.928029
10.437331,15,1369.327175
30.401997,40,1372.056001
2.5105484,4,1373.65214
11.883451,15,1374.869744
23.72513,33,1378.050052
18.854004,22,1378.050088
10.08791,12,1378.450999
7.2138314,9,1378.451041
2.5305977,4,1379.613137
2.5993345,4,1380.003197
8.746584,10,1383.543502
6.709848,9,1383.543539
2.016534,3,1384.957997
12.879655,17,1384.95805
12.666803,18,1386.112584
1.7614849,3,1387.763179
4.8221993,7,1391.801044
13.017065,16,1392.70133
10.422353,15,1394.474444
1.8901025,3,1395.307941
4.7268443,6,1397.227654
5.729046,8,1400.804072
19.66531,26,1401.935043
3.751099,5,1403.622593
1.8832009,3,1405.307369
10.932383,15,1405.903314
9.027463,13,1413.984274
5.484652,8,1418.947898
29.262583,40,1419.3938
1.9105483,3,1420.560015
4.4495664,7,1421.750817
1.7762904,3,1421.750855
31.009007,38,1423.764343
1.9409522,3,1425.777268
6.220058,9,1427.227451
31.420906,40,1428.33634
3.376939,5,1429.833609
3.2214022,5,1432.535535
19.349371,26,1439.227746
18.079676,23,1440.189307
1.7795498,3,1440.57673
2.642957,4,1442.241498
32.21521,40,1443.564956
9.554592,13,1448.525524
8.997155,11,1450.266278
26.619501,34,1451.393982
13.791043,17,1452.513027
15.569314,20,1464.207632
2.6817136,4,1466.718195
31.790012,40,1470.486351
30.89355,40,1471.577661
31.772184,40,1472.529446
7.1535206,10,1475.010662
7.7069016,10,1476.095891
2.9147289,5,1476.835026
1.9955435,3,1477.219589
30.604328,40,1486.428586
2.069255,4,1488.713968
31.99057,40,1494.392902
11.271347,16,1497.780621
6.000489,9,1499.280299
27.646122,40,1499.661165
29.923004,40,1500.041844
3.1384554,5,1501.163291
1.9943119,3,1501.163329
12.48657,18,1505.684935
12.098872,15,1506.072364
4.7789755,7,1508.584399
15.905747,18,1508.58444
14.397093,20,1509.461991
12.557654,18,1516.455412
18.056622,25,1521.046732
30.203165,40,1523.557878
23.439594,34,1524.568956
14.043067,18,1528.916445
22.72792,30,1530.602382
17.88204,23,1534.479472
16.043386,23,1535.58621
9.221109,13,1536.166412
4.799221,6,1538.901761
5.265715,7,1540.040013
2.686831,4,1542.237706
13.560254,21,1542.237759
2.9549422,4,1544.435092
7.094014,11,1544.911518
14.683577,20,1545.323843
17.935719,25,1554.8542
19.835938,27,1557.087367
26.81901,34,1557.597633
3.9935243,5,1559.087537
11.921987,15,1561.351847
29.282602,40,1561.954958
10.908823,14,1563.689012
2.9047554,4,1564.124378
4.0,6,1565.978119
7.0410233,10,1565.978168
4.5266023,6,1566.359867
1.7396135,3,1567.112897
10.546095,13,1572.788043
32.52682,40,1576.686532
1.0684386,2,1577.854991
18.64652,26,1578.453945
2.1719785,3,1579.597448
26.943937,37,1584.097194
8.237152,11,1585.818746
3.4651675,5,1586.970063
22.32024,30,1589.221384
5.441315,7,1589.811914
9.437012,11,1594.252423
11.138455,17,1594.720462
10.469173,15,1595.856813
5.2137446,7,1597.758083
29.780739,40,1598.515536
5.5032563,7,1600.399508
10.347069,14,1605.027339
24.542736,29,1608.849385
15.417546,21,1611.84025
8.220285,12,1615.908047
29.088633,40,1616.506866
11.8235855,15,1620.57602
2.794878,4,1622.784124
29.152576,40,1627.789972
2.883201,4,1629.986179
23.486595,27,1631.099962
17.324522,21,1634.370724
4.220182,6,1636.993397
31.221176,40,1637.751278
12.380806,14,1637.751312
2.9177384,4,1638.50709
2.1059892,3,1639.730966
17.309605,23,1640.839487
2.794611,4,1642.863053
3.888069,6,1642.863091
18.125002,24,1648.562885
16.670956,24,1648.562922
2.8399878,4,1650.098103
15.12462,20,1657.825847
13.7117,18,1658.587831
1.9294397,3,1660.256045
31.711447,40,1661.301721
29.68828,40,1661.301756
16.080502,20,1666.773167
5.0186763,7,1670.699876
26.45244,33,1677.266779
14.8681345,19,1681.674509
29.352562,40,1682.078335
31.061665,40,1682.078374
2.5525875,4,1683.622719
13.966066,17,1685.163457
14.938839,18,1691.269425
14.863014,19,1693.918747
6.817683,9,1695.540879
29.861418,40,1698.710519
5.5303664,8,1698.710564
29.727352,40,1699.27482
11.752811,17,1706.325045
15.996653,21,1708.055275
5.2684965,8,1709.521258
29.08346,40,1710.642996
5.637728,8,1711.130447
4.882396,6,1712.25479
3.3510764,5,1713.391332
28.92103,36,1715.982245
6.2015657,8,1717.745807
16.107702,23,1728.730412
15.929091,20,1729.796059
29.803072,40,1737.298739
9.658691,13,1737.298791
31.617125,40,1743.824728
4.4678087,7,1747.872766
25.671324,37,1752.238105
20.395374,26,1752.842427
2.7772148,4,1754.583665
3.3727386,5,1754.58371
29.133255,40,1760.99792
21.460405,29,1764.752608
18.532455,25,1772.367737
8.980603,12,1774.90122
3.2207232,5,1776.612949
19.35042,23,1779.14428
31.123125,40,1785.174269
11.060172,15,1791.877057
13.579636,20,1800.790461
3.3283057,5,1803.552026
30.46467,40,1805.21752
28.880238,40,1806.326015
1.9276453,3,1806.877648
2.7051594,4,1808.540341
9.724361,12,1812.394255
30.215208,40,1814.609329
24.171074,28,1820.68103
15.195703,21,1821.803976
28.686174,40,1822.396269
8.448049,11,1825.372411
1.7547355,3,1826.469069
31.42385,40,1831.693692
19.756184,27,1833.309549
4.7465925,6,1834.430091
22.330553,28,1838.499413
30.714993,40,1838.499454
17.63076,22,1843.719454
6.0154943,8,1848.295334
23.877895,31,1850.006668
3.6422708,5,1851.130003
13.837866,16,1858.715348
31.703144,40,1859.093835
29.054096,40,1859.093868
3.920912,5,1861.092269
19.167385,24,1861.649655
4.505053,6,1862.216863
3.747856,5,1864.087244
14.857617,20,1868.13423
5.660171,7,1870.873863
2.728854,4,1872.369686
19.680368,27,1872.924383
15.245708,21,1872.92443
25.841589,37,1876.948029
8.760815,12,1878.109408
7.9137855,11,1881.96381
1.0020871,2,1882.723888
28.509815,40,1891.029177
29.39548,40,1891.591906
32.08928,40,1898.245059
25.859,37,1902.082262
14.465866,19,1902.082294
7.6364684,10,1903.226011
22.774351,32,1907.140511
9.828483,14,1908.227406
11.572735,16,1908.997059
7.888192,12,1913.590733
13.084963,15,1914.386473
21.723204,29,1916.82369
7.931165,11,1919.059562
8.819496,11,1919.743984
15.775813,22,1927.805824
28.020897,40,1928.959287
23.43501,29,1935.246239
11.869323,17,1937.532459
2.642957,4,1937.532506
26.040302,37,1939.23577
4.4366813,6,1940.640231
17.522251,22,1941.02762
5.638796,8,1941.417035
5.1540318,7,1943.414614
1.8609786,3,1944.936276
11.729355,15,1946.081771
11.262192,13,1947.340855
12.860825,18,1948.942097
4.2255893,7,1950.098513
8.623643,13,1950.647471
4.5330973,6,1953.30218
8.05551,11,1954.083354
15.191614,21,1955.280348
3.111674,5,1956.048416
1.8447212,3,1956.426584
8.358567,12,1958.634949
20.335848,28,1962.92284
14.580213,18,1964.027304
14.597899,20,1965.683936
2.062773,3,1966.886508
8.901712,11,1968.037956
30.918785,39,1977.04714
12.778903,18,1977.628191
2.4,4,1979.309214
25.086622,33,1980.974285
6.746737,9,1982.617979
6.55408,9,1984.248839
7.1520705,10,1986.261261
33.229145,40,1987.38397
11.391832,15,1989.210445
6.5281014,9,1989.589928
13.806246,17,1991.715801
4.460311,6,1992.646736
5.618445,8,1993.01933
17.08638,22,1996.548946
8.5111065,12,1998.272619
17.486105,20,2000.256715
14.436916,19,2000.63665
8.394028,11,2001.395297
7.3467484,10,2002.159714
6.0398364,8,2003.664434
10.99239,13,2006.353465
3.494011,6,2006.353502
7.536552,11,2011.166781
10.461411,13,2011.992888
2.5312753,4,2013.4606
2.5970323,4,2014.921269
9.000079,11,2015.316502
21.858244,31,2015.316556
4.951021,7,2019.227193
31.16885,40,2019.227241
13.0893345,17,2024.772962
14.1516075,19,2025.360438
13.953158,16,2028.191899
9.17048,12,2032.591207
19.46371,26,2034.434391
21.832832,26,2039.322912
2.4636989,4,2040.910766
7.1109676,11,2045.898244
27.146353,36,2045.898275
18.889208,26,2045.898288
4.4165535,6,2048.165584
28.113575,40,2049.606618
8.529328,12,2050.683984
4.3777776,6,2050.684036
3.3735356,5,2053.033589
15.464953,21,2054.496124
10.70519,14,2060.536872
1.8622102,3,2061.700677
23.487272,34,2066.227299
27.803614,40,2068.445187
26.992712,38,2071.18897
17.4307,21,2073.386619
6.392011,8,2075.604381
3.533231,5,2078.403415
16.435593,21,2079.744567
5.87195,7,2082.298906
1.9081376,3,2083.67749
31.410032,40,2086.197282
22.688385,30,2087.369819
16.017841,18,2092.009571
14.8862915,20,2094.611758
31.56572,40,2095.367731
1.5990589,3,2095.757113
8.769798,11,2096.351229
1.1345469,2,2096.923678
5.0222135,8,2099.954364
6.245613,9,2103.873119
28.573132,40,2105.013929
17.907642,25,2107.292623
11.279151,14,2112.972004
7.239972,10,2112.972052
19.193436,23,2116.95962
31.14724,40,2117.636112
4.5928345,6,2119.887036
14.042412,18,2122.446498
7.4911466,10,2122.446553
4.1736927,6,2125.101349
7.5294166,9,2126.187415
30.916931,40,2131.755239
11.7441635,16,2132.889981
3.527534,5,2133.635342
3.6216593,5,2135.130515
1.951099,3,2139.583773
4.7986407,7,2139.956481
29.289528,40,2140.333577
4.176967,6,2142.524141
4.446246,6,2143.020429
6.2653437,9,2144.475287
29.086004,40,2145.198699
6.7162137,9,2145.9377
4.5294394,6,2147.8434
12.929754,18,2151.253779
5.5031424,7,2151.817871
13.639422,17,2153.155658
3.115454,5,2155.546293
10.439209,13,2159.980237
8.110966,12,2161.136332
1.8399879,3,2161.819554
13.639292,19,2165.321598
28.163073,38,2166.758665
3.747709,5,2167.913821
2.2011216,4,2168.836629
11.35423,17,2176.121177
29.438799,40,2178.533512
29.645838,40,2179.100945
10.488207,15,2183.056703
30.526993,40,2186.116564
13.525365,18,2187.871273
9.129349,12,2188.97705
12.444468,17,2197.064811
31.482279,40,2198.727228
3.5732074,5,2201.492872
29.880255,40,2206.628922
